time,redemption_price,twap
2021-11-25T23:52:36Z,3.028207997,3.02489604
2021-11-26T00:47:01Z,3.028207997,3.02489604
2021-11-26T01:05:52Z,3.028207997,3.02489604
2021-11-26T01:12:03Z,3.028207997,3.02489604
2021-11-26T01:22:47Z,3.028207997,3.02489604
2021-11-26T01:27:28Z,3.028207997,3.02489604
2021-11-26T01:39:59Z,3.028207997,3.02489604
2021-11-26T01:54:21Z,3.028207997,3.02489604
2021-11-26T02:02:03Z,3.028207997,3.02489604
2021-11-26T02:57:31Z,3.028207997,3.02489604
2021-11-26T03:12:17Z,3.028207997,3.02489604
2021-11-26T03:16:44Z,3.028207997,3.02489604
2021-11-26T03:54:26Z,3.028207997,3.02489604
2021-11-26T04:05:38Z,3.028207997,3.02489604
2021-11-26T04:15:45Z,3.028207997,3.02489604
2021-11-26T04:37:45Z,3.028207997,3.02489604
2021-11-26T04:39:38Z,3.028207997,3.02489604
2021-11-26T06:14:22Z,3.028207997,3.02489604
2021-11-26T06:34:42Z,3.028207997,3.02489604
2021-11-26T06:51:44Z,3.028207997,3.02489604
2021-11-26T07:04:00Z,3.028207997,3.02489604
2021-11-26T07:06:09Z,3.028221687,3.02489604
2021-11-26T07:06:54Z,3.028221687,3.02489604
2021-11-26T07:13:03Z,3.028221687,3.02489604
2021-11-26T07:20:56Z,3.028221687,3.02489604
2021-11-26T07:25:09Z,3.028221687,3.02489604
2021-11-26T07:25:40Z,3.028221687,3.02489604
2021-11-26T07:30:38Z,3.028221687,3.02489604
2021-11-26T07:36:28Z,3.028221687,3.02489604
2021-11-26T07:42:15Z,3.028221687,3.02489604
2021-11-26T07:42:43Z,3.028221687,3.02489604
2021-11-26T07:56:10Z,3.028223113,3.02489604
2021-11-26T08:06:00Z,3.028223113,3.02489604
2021-11-26T08:18:06Z,3.028223113,3.02489604
2021-11-26T08:21:54Z,3.028223113,3.02489604
2021-11-26T08:23:25Z,3.028223113,3.02489604
2021-11-26T08:30:56Z,3.028223113,3.02489604
2021-11-26T08:34:59Z,3.028223113,3.02489604
2021-11-26T08:35:54Z,3.028224915,3.02489604
2021-11-26T08:42:57Z,3.028225234,3.02489604
2021-11-26T08:43:21Z,3.028225234,3.02489604
2021-11-26T08:52:35Z,3.028225234,3.02489604
2021-11-26T09:13:22Z,3.028225234,3.02489604
2021-11-26T09:18:28Z,3.028225234,3.02489604
2021-11-26T09:22:40Z,3.028225234,3.02489604
2021-11-26T09:33:34Z,3.028225234,3.02489604
2021-11-26T09:43:48Z,3.028225234,3.02489604
2021-11-26T10:26:13Z,3.028225234,3.01522294
2021-11-26T11:01:32Z,3.028225234,3.01522294
2021-11-26T11:04:29Z,3.028225234,3.01522294
2021-11-26T11:18:13Z,3.028225234,3.01522294
2021-11-26T11:31:48Z,3.028225234,3.01522294
2021-11-26T11:37:18Z,3.028225234,3.01522294
2021-11-26T11:44:16Z,3.028225234,3.01522294
2021-11-26T11:55:15Z,3.028225234,3.01522294
2021-11-26T11:58:28Z,3.028225234,3.01522294
2021-11-26T12:04:45Z,3.028225234,3.01522294
2021-11-26T12:09:29Z,3.028225234,3.01522294
2021-11-26T12:15:56Z,3.02823489,3.01522294
2021-11-26T12:17:27Z,3.02823489,3.01522294
2021-11-26T12:25:26Z,3.02823489,3.01522294
2021-11-26T12:42:43Z,3.02823489,3.01522294
2021-11-26T12:44:34Z,3.02823489,3.01522294
2021-11-26T12:51:39Z,3.02823489,3.01522294
2021-11-26T13:02:11Z,3.02823489,3.01522294
2021-11-26T13:25:41Z,3.02823489,3.01522294
2021-11-26T13:34:07Z,3.02823489,3.01522294
2021-11-26T13:48:28Z,3.02823489,3.01522294
2021-11-26T13:59:56Z,3.02823489,3.01522294
2021-11-26T14:51:28Z,3.02823489,3.01522294
2021-11-26T14:58:40Z,3.02823489,3.01522294
2021-11-26T15:01:43Z,3.02823489,3.01522294
2021-11-26T15:08:47Z,3.02823489,3.01522294
2021-11-26T15:14:42Z,3.02823489,3.01522294
2021-11-26T15:19:31Z,3.02823489,3.01522294
2021-11-26T15:21:48Z,3.02823489,3.01522294
2021-11-26T15:24:21Z,3.02823489,3.01522294
2021-11-26T15:37:50Z,3.02823489,3.01522294
2021-11-26T15:53:17Z,3.02823489,3.01522294
2021-11-26T16:08:34Z,3.02823489,3.01522294
2021-11-26T16:14:48Z,3.02823489,3.01522294
2021-11-26T16:21:52Z,3.02823489,3.01522294
2021-11-26T16:30:04Z,3.02823489,3.01522294
2021-11-26T16:37:55Z,3.02823489,3.01522294
2021-11-26T16:41:09Z,3.02823489,3.01522294
2021-11-26T16:51:38Z,3.02823489,3.01522294
2021-11-26T17:19:25Z,3.02823489,3.01522294
2021-11-26T17:35:21Z,3.02823489,3.01522294
2021-11-26T18:04:10Z,3.02823489,3.01522294
2021-11-26T18:34:37Z,3.02823489,3.01522294
2021-11-26T18:52:26Z,3.02823489,3.01522294
2021-11-26T19:19:24Z,3.02823489,3.01522294
2021-11-26T19:48:28Z,3.02823489,3.01522294
2021-11-26T19:49:05Z,3.02823489,3.01522294
2021-11-26T19:56:33Z,3.02823489,3.01522294
2021-11-26T19:57:44Z,3.02823489,3.01522294
2021-11-26T20:05:48Z,3.028256193,3.01522294
2021-11-26T20:22:08Z,3.028256193,3.01522294
2021-11-26T20:23:54Z,3.028256193,3.01522294
2021-11-26T20:35:04Z,3.028256193,3.01522294
2021-11-26T20:54:16Z,3.028256193,3.01522294
2021-11-26T21:07:05Z,3.028256193,3.01522294
2021-11-26T21:21:34Z,3.028256193,3.01522294
2021-11-26T21:41:39Z,3.028256193,3.01522294
2021-11-26T21:43:34Z,3.028256193,3.01522294
2021-11-26T22:01:46Z,3.028256193,3.01522294
2021-11-26T22:09:32Z,3.028256193,3.01522294
2021-11-26T22:09:59Z,3.028256193,3.01522294
2021-11-26T22:26:11Z,3.028256193,3.01522294
2021-11-26T22:40:35Z,3.028256193,3.01522294
2021-11-26T23:32:07Z,3.028256193,3.01522294
2021-11-27T00:17:40Z,3.028256193,3.01522294
2021-11-27T00:38:16Z,3.028256193,3.01522294
2021-11-27T00:41:33Z,3.028256193,3.01522294
2021-11-27T01:12:40Z,3.028256193,3.01522294
2021-11-27T01:15:45Z,3.028256193,3.01522294
2021-11-27T01:17:29Z,3.028256193,3.01522294
2021-11-27T01:24:20Z,3.028256193,3.01522294
2021-11-27T01:30:07Z,3.028256193,3.01522294
2021-11-27T01:35:24Z,3.028256193,3.01522294
2021-11-27T01:39:03Z,3.028256193,3.01522294
2021-11-27T01:43:16Z,3.028256193,3.01522294
2021-11-27T02:29:35Z,3.028256193,3.01522294
2021-11-27T02:32:00Z,3.028256193,3.01522294
2021-11-27T02:55:58Z,3.028256193,3.01522294
2021-11-27T03:01:47Z,3.028256193,3.01522294
2021-11-27T03:20:36Z,3.028256193,3.01522294
2021-11-27T03:25:35Z,3.028256193,3.01522294
2021-11-27T04:02:03Z,3.028256193,3.01522294
2021-11-27T04:05:41Z,3.028277951,3.01522294
2021-11-27T05:32:38Z,3.028277951,3.01522294
2021-11-27T05:47:11Z,3.028277951,3.01522294
2021-11-27T05:55:47Z,3.028277951,3.01522294
2021-11-27T06:56:07Z,3.028277951,3.01522294
2021-11-27T07:04:44Z,3.028277951,3.01522294
2021-11-27T07:20:11Z,3.028277951,3.01522294
2021-11-27T07:52:17Z,3.028277951,3.01522294
2021-11-27T08:19:27Z,3.028277951,3.01522294
2021-11-27T08:27:54Z,3.028289763,3.01522294
2021-11-27T08:52:20Z,3.028289763,3.01522294
2021-11-27T09:05:32Z,3.028289763,3.01522294
2021-11-27T09:13:19Z,3.028289763,3.01522294
2021-11-27T09:20:10Z,3.028289763,3.01522294
2021-11-27T09:24:45Z,3.028289763,3.01522294
2021-11-27T09:31:52Z,3.028289763,3.01522294
2021-11-27T09:32:56Z,3.028289763,3.01522294
2021-11-27T09:35:49Z,3.028289763,3.01522294
2021-11-27T09:36:51Z,3.028289763,3.01522294
2021-11-27T10:00:03Z,3.028289763,3.01522294
2021-11-27T10:01:35Z,3.028289763,3.01522294
2021-11-27T10:08:29Z,3.028289763,3.01522294
2021-11-27T10:12:38Z,3.028289763,3.01522294
2021-11-27T10:40:12Z,3.028289763,3.01522294
2021-11-27T10:46:18Z,3.028289763,3.01522294
2021-11-27T10:56:31Z,3.028289763,3.01586734
2021-11-27T11:01:11Z,3.028289763,3.01586734
2021-11-27T11:21:00Z,3.028289763,3.01586734
2021-11-27T11:27:58Z,3.028289763,3.01586734
2021-11-27T11:36:01Z,3.028289763,3.01586734
2021-11-27T11:50:28Z,3.028289763,3.01586734
2021-11-27T12:05:44Z,3.028328852,3.01586734
2021-11-27T12:21:28Z,3.028328852,3.01586734
2021-11-27T12:41:41Z,3.028328852,3.01586734
2021-11-27T12:49:40Z,3.028328852,3.01586734
2021-11-27T12:51:34Z,3.028328852,3.01586734
2021-11-27T13:00:02Z,3.028328852,3.01586734
2021-11-27T13:07:44Z,3.028328852,3.01586734
2021-11-27T13:16:03Z,3.028328852,3.01586734
2021-11-27T13:27:05Z,3.028328852,3.01586734
2021-11-27T13:34:38Z,3.028328852,3.01586734
2021-11-27T13:51:15Z,3.028328852,3.01586734
2021-11-27T14:02:23Z,3.028328852,3.01586734
2021-11-27T14:09:40Z,3.028328852,3.01586734
2021-11-27T14:15:15Z,3.028328852,3.01586734
2021-11-27T14:39:48Z,3.028328852,3.01586734
2021-11-27T14:48:16Z,3.028328852,3.01586734
2021-11-27T14:57:29Z,3.028328852,3.01586734
2021-11-27T15:21:43Z,3.028328852,3.01586734
2021-11-27T15:30:31Z,3.028328852,3.01586734
2021-11-27T15:43:37Z,3.028328852,3.01586734
2021-11-27T15:45:15Z,3.028328852,3.01586734
2021-11-27T15:53:52Z,3.028328852,3.01586734
2021-11-27T16:02:40Z,3.028328852,3.01586734
2021-11-27T16:10:23Z,3.028328852,3.01586734
2021-11-27T16:15:16Z,3.028328852,3.01586734
2021-11-27T16:32:38Z,3.028328852,3.01586734
2021-11-27T16:38:04Z,3.028328852,3.01586734
2021-11-27T16:40:30Z,3.028328852,3.01586734
2021-11-27T16:43:07Z,3.028328852,3.01586734
2021-11-27T16:46:46Z,3.028328852,3.01586734
2021-11-27T16:47:53Z,3.028328852,3.01586734
2021-11-27T16:50:24Z,3.028328852,3.01586734
2021-11-27T16:54:15Z,3.028328852,3.01586734
2021-11-27T16:58:26Z,3.028328852,3.01586734
2021-11-27T17:01:50Z,3.028328852,3.01586734
2021-11-27T17:13:07Z,3.028328852,3.01586734
2021-11-27T17:23:36Z,3.028328852,3.01586734
2021-11-27T17:29:03Z,3.028328852,3.01586734
2021-11-27T17:31:30Z,3.028328852,3.01586734
2021-11-27T17:39:04Z,3.028328852,3.01586734
2021-11-27T17:42:11Z,3.028328852,3.01586734
2021-11-27T17:44:35Z,3.028328852,3.01586734
2021-11-27T17:54:36Z,3.028328852,3.01586734
2021-11-27T17:56:29Z,3.028328852,3.01586734
2021-11-27T18:19:28Z,3.028328852,3.01586734
2021-11-27T18:26:42Z,3.028328852,3.01586734
2021-11-27T18:33:54Z,3.028328852,3.01586734
2021-11-27T18:48:17Z,3.028328852,3.01586734
2021-11-27T18:52:49Z,3.028328852,3.01586734
2021-11-27T18:55:51Z,3.028328852,3.01586734
2021-11-27T18:59:55Z,3.028328852,3.01586734
2021-11-27T19:06:17Z,3.028328852,3.01586734
2021-11-27T19:09:33Z,3.028328852,3.01586734
2021-11-27T19:14:01Z,3.028328852,3.01586734
2021-11-27T19:18:02Z,3.028328852,3.01586734
2021-11-27T19:19:27Z,3.028328852,3.01586734
2021-11-27T19:37:41Z,3.028328852,3.01586734
2021-11-27T19:58:28Z,3.028328852,3.01586734
2021-11-27T20:03:07Z,3.028328852,3.01586734
2021-11-27T20:05:46Z,3.028414331,3.01586734
2021-11-27T20:35:52Z,3.028414331,3.01586734
2021-11-27T20:39:12Z,3.028414331,3.01586734
2021-11-27T20:44:46Z,3.028414331,3.01586734
2021-11-27T20:49:57Z,3.028414331,3.01586734
2021-11-27T20:52:28Z,3.028414331,3.01586734
2021-11-27T20:53:17Z,3.028414331,3.01586734
2021-11-27T21:04:01Z,3.028414331,3.01586734
2021-11-27T21:08:57Z,3.028414331,3.01586734
2021-11-27T21:17:23Z,3.028414331,3.01586734
2021-11-27T21:23:30Z,3.028414331,3.01586734
2021-11-27T21:39:55Z,3.028414331,3.01586734
2021-11-27T21:54:21Z,3.028414331,3.01586734
2021-11-27T22:01:16Z,3.028414331,3.01586734
2021-11-27T22:29:49Z,3.028414331,3.01586734
2021-11-27T22:31:09Z,3.028414331,3.01586734
2021-11-27T22:34:03Z,3.028414331,3.01586734
2021-11-27T22:35:38Z,3.028414331,3.01586734
2021-11-27T22:39:57Z,3.028414331,3.01586734
2021-11-27T22:46:35Z,3.028414331,3.01586734
2021-11-27T22:50:35Z,3.028414331,3.01586734
2021-11-27T23:06:33Z,3.028414331,3.01586734
2021-11-27T23:12:57Z,3.028414331,3.01586734
2021-11-27T23:14:14Z,3.028414331,3.01586734
2021-11-27T23:24:10Z,3.028414331,3.01586734
2021-11-27T23:33:51Z,3.028414331,3.01586734
2021-11-27T23:34:38Z,3.028414331,3.01586734
2021-11-27T23:39:45Z,3.028414331,3.01586734
2021-11-27T23:50:47Z,3.028414331,3.01586734
2021-11-27T23:55:22Z,3.028414331,3.01586734
2021-11-27T23:59:11Z,3.028414331,3.01586734
2021-11-28T00:07:17Z,3.028414331,3.01586734
2021-11-28T00:12:23Z,3.028414331,3.01586734
2021-11-28T00:23:14Z,3.028414331,3.01586734
2021-11-28T00:33:20Z,3.028414331,3.01586734
2021-11-28T00:36:08Z,3.028414331,3.01586734
2021-11-28T00:37:10Z,3.028414331,3.01586734
2021-11-28T00:42:08Z,3.028414331,3.01586734
2021-11-28T00:44:03Z,3.028414331,3.01586734
2021-11-28T00:49:17Z,3.028414331,3.01586734
2021-11-28T00:52:32Z,3.028414331,3.01586734
2021-11-28T00:54:39Z,3.028414331,3.01586734
2021-11-28T00:55:17Z,3.028414331,3.01586734
2021-11-28T01:02:30Z,3.028414331,3.01586734
2021-11-28T01:11:41Z,3.028414331,3.01586734
2021-11-28T01:13:34Z,3.028414331,3.01586734
2021-11-28T01:17:05Z,3.028414331,3.01586734
2021-11-28T01:25:32Z,3.028414331,3.01586734
2021-11-28T01:28:11Z,3.028414331,3.01586734
2021-11-28T01:30:03Z,3.028414331,3.01586734
2021-11-28T01:43:40Z,3.028414331,3.01586734
2021-11-28T02:01:44Z,3.028414331,3.01586734
2021-11-28T02:07:00Z,3.028414331,3.01586734
2021-11-28T02:18:33Z,3.028414331,3.01586734
2021-11-28T02:42:46Z,3.028414331,3.01586734
2021-11-28T02:53:54Z,3.028414331,3.01586734
2021-11-28T03:00:38Z,3.028414331,3.01586734
2021-11-28T03:01:24Z,3.028414331,3.01586734
2021-11-28T03:04:19Z,3.028414331,3.01586734
2021-11-28T03:09:54Z,3.028414331,3.01586734
2021-11-28T03:12:58Z,3.028414331,3.01586734
2021-11-28T03:15:03Z,3.028414331,3.01586734
2021-11-28T03:17:30Z,3.028414331,3.01586734
2021-11-28T03:20:43Z,3.028414331,3.01586734
2021-11-28T03:29:00Z,3.028414331,3.01586734
2021-11-28T03:37:20Z,3.028414331,3.01586734
2021-11-28T03:39:42Z,3.028414331,3.01586734
2021-11-28T03:42:52Z,3.028414331,3.01586734
2021-11-28T03:45:55Z,3.028414331,3.01586734
2021-11-28T03:47:39Z,3.028414331,3.01586734
2021-11-28T03:53:48Z,3.028414331,3.01586734
2021-11-28T03:56:33Z,3.028414331,3.01586734
2021-11-28T03:58:03Z,3.028414331,3.01586734
2021-11-28T04:01:46Z,3.028414331,3.01586734
2021-11-28T04:05:06Z,3.028414331,3.01586734
2021-11-28T04:05:54Z,3.028499831,3.01586734
2021-11-28T04:09:42Z,3.028499831,3.01586734
2021-11-28T04:11:35Z,3.028499831,3.01586734
2021-11-28T04:15:25Z,3.028499831,3.01586734
2021-11-28T04:18:56Z,3.028499831,3.01586734
2021-11-28T04:25:19Z,3.028499831,3.01586734
2021-11-28T04:31:05Z,3.028499831,3.01586734
2021-11-28T04:34:20Z,3.028499831,3.01586734
2021-11-28T04:38:30Z,3.028499831,3.01586734
2021-11-28T04:46:53Z,3.028499831,3.01586734
2021-11-28T04:47:48Z,3.028499831,3.01586734
2021-11-28T04:51:16Z,3.028499831,3.01586734
2021-11-28T04:54:34Z,3.028499831,3.01586734
2021-11-28T04:58:39Z,3.028499831,3.01586734
2021-11-28T05:15:13Z,3.028499831,3.01586734
2021-11-28T05:20:24Z,3.028499831,3.01586734
2021-11-28T05:26:45Z,3.028499831,3.01586734
2021-11-28T05:31:11Z,3.028499831,3.01586734
2021-11-28T05:39:19Z,3.028499831,3.01586734
2021-11-28T05:45:56Z,3.028499831,3.01586734
2021-11-28T06:00:36Z,3.028499831,3.01586734
2021-11-28T06:10:51Z,3.028499831,3.01586734
2021-11-28T06:14:40Z,3.028499831,3.01586734
2021-11-28T06:26:55Z,3.028499831,3.01586734
2021-11-28T06:29:31Z,3.028499831,3.01586734
2021-11-28T06:40:18Z,3.028499831,3.01586734
2021-11-28T06:50:56Z,3.028499831,3.01586734
2021-11-28T06:56:28Z,3.028499831,3.01586734
2021-11-28T06:59:27Z,3.028499831,3.01586734
2021-11-28T07:04:57Z,3.028499831,3.01586734
2021-11-28T07:14:55Z,3.028499831,3.01586734
2021-11-28T07:26:53Z,3.028499831,3.01586734
2021-11-28T07:36:10Z,3.028499831,3.01586734
2021-11-28T07:44:32Z,3.028499831,3.01586734
2021-11-28T08:07:31Z,3.028499831,3.01586734
2021-11-28T08:15:10Z,3.028499831,3.01586734
2021-11-28T08:20:55Z,3.028499831,3.01586734
2021-11-28T08:27:24Z,3.028499831,3.01586734
2021-11-28T08:30:35Z,3.028499831,3.01586734
2021-11-28T08:36:43Z,3.028499831,3.01586734
2021-11-28T08:41:37Z,3.028499831,3.01586734
2021-11-28T08:44:16Z,3.028499831,3.01586734
2021-11-28T08:46:06Z,3.028499831,3.01586734
2021-11-28T08:50:37Z,3.028499831,3.01586734
2021-11-28T08:56:17Z,3.028551543,3.01586734
2021-11-28T09:05:35Z,3.028551543,3.01586734
2021-11-28T09:07:33Z,3.028551543,3.01586734
2021-11-28T09:12:25Z,3.028551543,3.01586734
2021-11-28T09:16:43Z,3.028551543,3.01586734
2021-11-28T09:18:59Z,3.028551543,3.01586734
2021-11-28T09:20:24Z,3.028551543,3.01586734
2021-11-28T09:23:59Z,3.028551543,3.01586734
2021-11-28T09:30:04Z,3.028551543,3.01586734
2021-11-28T09:39:19Z,3.028551543,3.01586734
2021-11-28T09:56:41Z,3.028551543,3.01586734
2021-11-28T09:59:01Z,3.028551543,3.01586734
2021-11-28T10:04:38Z,3.028551543,3.01586734
2021-11-28T10:18:59Z,3.028551543,3.01586734
2021-11-28T10:19:37Z,3.028551543,3.01586734
2021-11-28T10:31:18Z,3.028551543,3.01586734
2021-11-28T10:41:13Z,3.028551543,3.01586734
2021-11-28T10:48:32Z,3.028551543,3.01586734
2021-11-28T10:57:46Z,3.028551543,3.01586734
2021-11-28T10:58:30Z,3.028551543,3.01586734
2021-11-28T11:01:21Z,3.028551543,3.01586734
2021-11-28T11:14:44Z,3.028551543,3.01586734
2021-11-28T11:19:44Z,3.028551543,3.01586734
2021-11-28T11:22:03Z,3.028551543,3.01586734
2021-11-28T11:26:10Z,3.028551543,3.01542778
2021-11-28T11:29:45Z,3.028551543,3.01542778
2021-11-28T11:36:20Z,3.028551543,3.01542778
2021-11-28T11:39:27Z,3.028551543,3.01542778
2021-11-28T11:43:14Z,3.028551543,3.01542778
2021-11-28T11:45:33Z,3.028551543,3.01542778
2021-11-28T11:47:46Z,3.028551543,3.01542778
2021-11-28T12:00:27Z,3.028551543,3.01542778
2021-11-28T12:05:49Z,3.028584307,3.01542778
2021-11-28T12:07:41Z,3.028584307,3.01542778
2021-11-28T12:11:14Z,3.028584307,3.01542778
2021-11-28T12:19:13Z,3.028584307,3.01542778
2021-11-28T12:39:54Z,3.028584307,3.01542778
2021-11-28T12:43:08Z,3.028584307,3.01542778
2021-11-28T12:45:40Z,3.028584307,3.01542778
2021-11-28T12:48:04Z,3.028584307,3.01542778
2021-11-28T12:52:25Z,3.028584307,3.01542778
2021-11-28T12:57:19Z,3.028584307,3.01542778
2021-11-28T13:06:24Z,3.028584307,3.01542778
2021-11-28T13:14:48Z,3.028584307,3.01542778
2021-11-28T13:30:00Z,3.028584307,3.01542778
2021-11-28T13:32:30Z,3.028584307,3.01542778
2021-11-28T13:34:04Z,3.028584307,3.01542778
2021-11-28T13:37:39Z,3.028584307,3.01542778
2021-11-28T13:43:52Z,3.028584307,3.01542778
2021-11-28T13:46:41Z,3.028584307,3.01542778
2021-11-28T13:49:40Z,3.028584307,3.01542778
2021-11-28T13:50:45Z,3.028584307,3.01542778
2021-11-28T13:52:48Z,3.028584307,3.01542778
2021-11-28T13:53:22Z,3.028584307,3.01542778
2021-11-28T14:10:53Z,3.028584307,3.01542778
2021-11-28T14:15:29Z,3.028584307,3.01542778
2021-11-28T14:21:37Z,3.028584307,3.01542778
2021-11-28T14:40:57Z,3.028584307,3.01542778
2021-11-28T14:49:56Z,3.028584307,3.01542778
2021-11-28T14:51:45Z,3.028584307,3.01542778
2021-11-28T14:54:27Z,3.028584307,3.01542778
2021-11-28T15:00:16Z,3.028584307,3.01542778
2021-11-28T15:12:04Z,3.028584307,3.01542778
2021-11-28T15:15:15Z,3.028584307,3.01542778
2021-11-28T15:18:12Z,3.028584307,3.01542778
2021-11-28T15:22:44Z,3.028584307,3.01542778
2021-11-28T15:25:04Z,3.028584307,3.01542778
2021-11-28T15:26:56Z,3.028584307,3.01542778
2021-11-28T15:32:19Z,3.028584307,3.01542778
2021-11-28T15:41:57Z,3.028584307,3.01542778
2021-11-28T15:42:01Z,3.028584307,3.01542778
2021-11-28T15:48:00Z,3.028584307,3.01542778
2021-11-28T15:51:10Z,3.028584307,3.01542778
2021-11-28T15:52:50Z,3.028584307,3.01542778
2021-11-28T16:01:39Z,3.028584307,3.01542778
2021-11-28T16:04:38Z,3.028584307,3.01542778
2021-11-28T16:46:28Z,3.028584307,3.01542778
2021-11-28T16:51:41Z,3.028584307,3.01542778
2021-11-28T17:06:11Z,3.028584307,3.01542778
2021-11-28T17:09:39Z,3.028584307,3.01542778
2021-11-28T17:12:19Z,3.028584307,3.01542778
2021-11-28T17:17:02Z,3.028584307,3.01542778
2021-11-28T17:39:45Z,3.028584307,3.01542778
2021-11-28T17:41:18Z,3.028584307,3.01542778
2021-11-28T17:42:12Z,3.028584307,3.01542778
2021-11-28T17:47:25Z,3.028584307,3.01542778
2021-11-28T17:56:33Z,3.028584307,3.01542778
2021-11-28T17:58:58Z,3.028584307,3.01542778
2021-11-28T18:07:04Z,3.028584307,3.01542778
2021-11-28T18:14:49Z,3.028584307,3.01542778
2021-11-28T18:15:54Z,3.028584307,3.01542778
2021-11-28T18:23:16Z,3.028584307,3.01542778
2021-11-28T18:25:06Z,3.028584307,3.01542778
2021-11-28T18:27:39Z,3.028584307,3.01542778
2021-11-28T18:37:58Z,3.028584307,3.01542778
2021-11-28T18:40:41Z,3.028584307,3.01542778
2021-11-28T18:44:41Z,3.028584307,3.01542778
2021-11-28T18:47:57Z,3.028584307,3.01542778
2021-11-28T18:50:22Z,3.028584307,3.01542778
2021-11-28T18:56:17Z,3.028584307,3.01542778
2021-11-28T18:57:54Z,3.028584307,3.01542778
2021-11-28T18:59:22Z,3.028584307,3.01542778
2021-11-28T19:02:20Z,3.028584307,3.01542778
2021-11-28T19:10:45Z,3.028584307,3.01542778
