time,rai_eth
2021-03-01T23:39:09Z,0.002087412688
2021-03-01T23:40:03Z,0.002087412688
2021-03-01T23:44:05Z,0.002087412688
2021-03-01T23:49:53Z,0.002087412688
2021-03-01T23:51:58Z,0.002084568069
2021-03-01T23:52:50Z,0.002084568069
2021-03-01T23:55:16Z,0.002084568069
2021-03-01T23:59:41Z,0.002084568069
2021-03-02T00:08:31Z,0.002084568069
2021-03-02T00:11:36Z,0.002084560597
2021-03-02T00:16:20Z,0.002084560597
2021-03-02T00:22:42Z,0.002084560597
2021-03-02T00:24:54Z,0.002084543459
2021-03-02T00:27:00Z,0.002083786761
2021-03-02T00:28:08Z,0.002083272541
2021-03-02T00:29:46Z,0.002083272541
2021-03-02T00:32:22Z,0.002080624353
2021-03-02T00:36:16Z,0.002077442804
2021-03-02T00:50:03Z,0.002077442804
2021-03-02T00:59:39Z,0.002077442804
2021-03-02T01:06:56Z,0.002070130176
2021-03-02T01:11:46Z,0.002067080808
2021-03-02T01:21:55Z,0.002067097391
2021-03-02T01:23:48Z,0.002067383909
2021-03-02T01:27:30Z,0.002067383909
2021-03-02T01:32:33Z,0.002067311205
2021-03-02T01:43:05Z,0.002067311205
2021-03-02T01:44:15Z,0.002067311205
2021-03-02T01:52:59Z,0.002067346399
2021-03-02T01:57:44Z,0.002066910569
2021-03-02T02:26:56Z,0.00206692111
2021-03-02T02:46:12Z,0.002066888497
2021-03-02T03:03:14Z,0.002066888497
2021-03-02T03:03:33Z,0.002064566578
2021-03-02T03:14:07Z,0.002134768249
2021-03-02T03:16:48Z,0.002204163439
2021-03-02T03:18:18Z,0.002201383365
2021-03-02T03:21:24Z,0.002154609763
2021-03-02T03:25:39Z,0.002151522911
2021-03-02T03:28:58Z,0.002148442724
2021-03-02T03:33:00Z,0.002147135648
2021-03-02T03:36:21Z,0.002147219215
2021-03-02T03:38:11Z,0.002147498105
2021-03-02T03:43:29Z,0.002145833556
2021-03-02T03:46:24Z,0.002145833556
2021-03-02T03:47:01Z,0.002145833556
2021-03-02T03:49:54Z,0.002145252206
2021-03-02T03:54:25Z,0.002144509774
2021-03-02T03:56:21Z,0.002144509774
2021-03-02T04:08:26Z,0.002144472789
2021-03-02T04:12:43Z,0.002143385044
2021-03-02T04:16:46Z,0.002142772598
2021-03-02T04:18:26Z,0.002142772598
2021-03-02T04:19:51Z,0.002142772598
2021-03-02T04:22:49Z,0.00214219361
2021-03-02T04:24:07Z,0.002141745827
2021-03-02T04:30:19Z,0.002141611127
2021-03-02T04:31:38Z,0.002140790634
2021-03-02T04:33:35Z,0.002140835212
2021-03-02T04:35:43Z,0.002140829968
2021-03-02T04:38:55Z,0.002138594596
2021-03-02T04:52:56Z,0.002137106293
2021-03-02T04:56:14Z,0.002136511408
2021-03-02T04:59:35Z,0.002136511408
2021-03-02T05:01:13Z,0.002132842425
2021-03-02T05:16:24Z,0.002132842425
2021-03-02T05:20:36Z,0.002132759256
2021-03-02T05:37:16Z,0.002128908643
2021-03-02T05:46:29Z,0.002128908643
2021-03-02T05:47:55Z,0.002128908643
2021-03-02T06:16:17Z,0.002128951768
2021-03-02T06:32:35Z,0.002128951768
2021-03-02T06:36:14Z,0.002128216249
2021-03-02T06:39:49Z,0.002128069169
2021-03-02T06:42:07Z,0.002128090409
2021-03-02T06:45:25Z,0.002128090409
2021-03-02T06:48:18Z,0.002128111141
2021-03-02T06:50:18Z,0.002128111141
2021-03-02T07:09:14Z,0.002128124962
2021-03-02T07:23:01Z,0.002128816079
2021-03-02T07:23:49Z,0.002128816079
2021-03-02T08:05:10Z,0.002128704303
2021-03-02T08:06:43Z,0.002128704303
2021-03-02T08:08:59Z,0.002128521598
2021-03-02T08:16:03Z,0.002128521598
2021-03-02T08:17:00Z,0.002128522635
2021-03-02T08:26:14Z,0.002128522635
2021-03-02T08:29:47Z,0.002128451557
2021-03-02T08:34:03Z,0.002128421931
2021-03-02T08:56:18Z,0.002129012425
2021-03-02T09:10:31Z,0.002129012425
2021-03-02T09:11:45Z,0.002129012425
2021-03-02T09:21:50Z,0.00212896401
2021-03-02T09:27:33Z,0.002114354205
2021-03-02T09:51:51Z,0.002114354205
2021-03-02T09:54:02Z,0.002114050143
2021-03-02T10:09:09Z,0.002114027175
2021-03-02T10:17:52Z,0.002114061645
2021-03-02T10:24:33Z,0.002113843046
2021-03-02T10:34:17Z,0.002113843046
2021-03-02T10:37:56Z,0.002113911983
2021-03-02T10:58:03Z,0.002113911983
2021-03-02T11:00:44Z,0.002113566369
2021-03-02T11:03:22Z,0.002113032982
2021-03-02T11:28:47Z,0.002113032982
2021-03-02T11:30:04Z,0.002113032982
2021-03-02T11:38:25Z,0.002107211462
2021-03-02T11:51:28Z,0.002111288145
2021-03-02T11:59:59Z,0.002109465914
2021-03-02T12:06:56Z,0.002109403558
2021-03-02T12:15:38Z,0.002109404247
2021-03-02T12:17:49Z,0.002109404247
2021-03-02T12:28:04Z,0.002107382444
2021-03-02T12:28:52Z,0.002107378816
2021-03-02T12:30:17Z,0.002107378816
2021-03-02T12:34:01Z,0.002107393368
2021-03-02T12:36:04Z,0.002107353804
2021-03-02T12:38:39Z,0.002107353804
2021-03-02T12:43:40Z,0.002107349629
2021-03-02T12:50:39Z,0.002106432302
2021-03-02T12:53:11Z,0.002106432302
2021-03-02T12:58:42Z,0.002106458694
2021-03-02T12:59:06Z,0.002106452846
2021-03-02T13:10:04Z,0.002106587733
2021-03-02T13:13:39Z,0.002106587733
2021-03-02T13:17:50Z,0.002106598829
2021-03-02T13:19:52Z,0.002106598829
2021-03-02T13:23:04Z,0.002106598829
2021-03-02T13:23:21Z,0.002106598829
2021-03-02T13:27:12Z,0.002104846399
2021-03-02T13:28:49Z,0.002104849837
2021-03-02T13:32:42Z,0.002104121874
2021-03-02T13:50:14Z,0.002104081238
2021-03-02T14:08:16Z,0.002104081238
2021-03-02T14:10:53Z,0.002101655655
2021-03-02T14:14:01Z,0.002101655655
2021-03-02T14:22:53Z,0.002101511804
2021-03-02T14:33:09Z,0.002101410253
2021-03-02T14:42:19Z,0.002101410253
2021-03-02T14:45:33Z,0.002101410253
2021-03-02T14:54:02Z,0.002100044386
2021-03-02T14:57:27Z,0.002100044386
2021-03-02T14:57:57Z,0.00209967442
2021-03-02T15:18:05Z,0.00209967442
2021-03-02T15:21:38Z,0.002099449974
2021-03-02T15:26:24Z,0.002099449974
2021-03-02T15:34:15Z,0.002099449974
2021-03-02T15:42:22Z,0.002097296851
2021-03-02T15:43:47Z,0.002103185747
2021-03-02T15:54:29Z,0.002103063626
2021-03-02T15:56:17Z,0.002102933666
2021-03-02T15:58:20Z,0.002102978178
2021-03-02T16:28:43Z,0.002102981602
2021-03-02T16:35:56Z,0.002102939172
2021-03-02T16:44:55Z,0.002116657516
2021-03-02T16:49:46Z,0.002116664386
2021-03-02T16:58:25Z,0.002115937468
2021-03-02T16:59:25Z,0.002122812161
2021-03-02T17:01:32Z,0.002122816555
2021-03-02T17:06:00Z,0.002131195699
2021-03-02T17:07:30Z,0.00214327528
2021-03-02T17:10:13Z,0.002142601135
2021-03-02T17:16:04Z,0.002141561306
2021-03-02T17:18:42Z,0.002149352037
2021-03-02T17:20:44Z,0.002148905675
2021-03-02T17:22:58Z,0.002148905675
2021-03-02T17:24:40Z,0.002092047742
2021-03-02T17:26:48Z,0.0021033623
2021-03-02T17:29:06Z,0.002110261002
2021-03-02T17:29:55Z,0.002111316754
2021-03-02T17:35:32Z,0.002118920251
2021-03-02T17:42:13Z,0.002119067297
2021-03-02T17:48:47Z,0.002116993064
2021-03-02T17:50:52Z,0.002123914024
2021-03-02T18:12:08Z,0.002126144836
2021-03-02T18:15:21Z,0.002126144836
2021-03-02T18:23:41Z,0.00212586834
2021-03-02T18:30:30Z,0.002126076251
2021-03-02T18:38:07Z,0.002126076251
2021-03-02T18:40:03Z,0.002126076251
2021-03-02T18:41:59Z,0.002126050657
2021-03-02T18:56:26Z,0.002126317395
2021-03-02T19:16:57Z,0.002126317395
2021-03-02T19:18:13Z,0.002121002527
2021-03-02T19:25:34Z,0.002122393779
2021-03-02T19:29:52Z,0.002125303499
2021-03-02T19:31:22Z,0.002125303499
2021-03-02T19:34:00Z,0.002125543884
2021-03-02T19:35:57Z,0.002127761438
2021-03-02T19:38:20Z,0.002127777207
2021-03-02T19:38:55Z,0.002131480884
2021-03-02T19:42:56Z,0.002131480884
2021-03-02T19:57:41Z,0.002136682497
2021-03-02T20:11:07Z,0.002136682497
2021-03-02T20:19:51Z,0.002137632032
2021-03-02T20:23:41Z,0.002134664574
2021-03-02T20:25:46Z,0.00212690354
2021-03-02T20:27:44Z,0.002122717586
2021-03-02T20:28:09Z,0.002124945793
2021-03-02T20:30:43Z,0.002124945793
2021-03-02T20:36:48Z,0.002129397374
2021-03-02T20:39:25Z,0.002135865764
2021-03-02T20:41:23Z,0.002141396316
2021-03-02T20:42:27Z,0.002148909826
2021-03-02T20:45:11Z,0.002148909826
2021-03-02T20:46:20Z,0.002153582863
2021-03-02T20:49:58Z,0.00215401301
2021-03-02T20:51:53Z,0.002168683187
2021-03-02T20:56:03Z,0.002168697232
2021-03-02T21:09:42Z,0.002168390811
2021-03-02T21:13:12Z,0.002168619914
2021-03-02T21:16:35Z,0.002168846354
2021-03-02T21:25:20Z,0.002168881468
2021-03-02T21:28:40Z,0.002168881468
2021-03-02T21:38:43Z,0.002168881468
2021-03-02T21:40:14Z,0.002168881468
2021-03-02T21:47:57Z,0.002168889191
2021-03-02T21:50:53Z,0.002170724014
2021-03-02T21:52:58Z,0.002170724014
2021-03-02T21:59:10Z,0.00217057155
2021-03-02T22:02:18Z,0.002170572029
2021-03-02T22:05:19Z,0.002170576945
2021-03-02T22:10:01Z,0.002170716418
2021-03-02T22:11:23Z,0.002171210619
2021-03-02T22:19:51Z,0.00216705242
2021-03-02T22:24:06Z,0.002167128475
2021-03-02T22:56:45Z,0.002167153038
2021-03-02T22:57:51Z,0.002168066188
2021-03-02T23:02:06Z,0.002168066188
2021-03-02T23:12:23Z,0.002142446202
2021-03-02T23:17:13Z,0.002142430509
2021-03-02T23:23:45Z,0.002145299364
2021-03-02T23:25:28Z,0.002145299364
