time,eth_usd
2021-03-02T06:32:25Z,1551.15
2021-03-02T06:34:28Z,1551.15
2021-03-02T06:36:31Z,1552.96
2021-03-02T06:38:34Z,1552.96
2021-03-02T06:40:37Z,1552.96
2021-03-02T06:42:39Z,1546.98
2021-03-02T06:44:42Z,1546.98
2021-03-02T06:46:45Z,1549.56
2021-03-02T06:48:47Z,1549.56
2021-03-02T06:50:50Z,1553.24
2021-03-02T06:52:52Z,1553.24
2021-03-02T06:54:55Z,1551.91
2021-03-02T06:56:57Z,1551.91
2021-03-02T06:59:00Z,1546.1
2021-03-02T07:01:03Z,1546.1
2021-03-02T07:03:06Z,1546.1
2021-03-02T07:05:09Z,1546.71
2021-03-02T07:07:11Z,1546.71
2021-03-02T07:09:14Z,1546.71
2021-03-02T07:11:17Z,1547.75
2021-03-02T07:13:20Z,1547.75
2021-03-02T07:15:23Z,1545.17
2021-03-02T07:17:26Z,1545.17
2021-03-02T07:19:28Z,1543.22
2021-03-02T07:21:31Z,1543.22
2021-03-02T07:23:33Z,1543.22
2021-03-02T07:25:36Z,1539.46
2021-03-02T07:27:38Z,1539.46
2021-03-02T07:29:41Z,1546.55
2021-03-02T07:31:44Z,1546.55
2021-03-02T07:33:46Z,1546.13
2021-03-02T07:35:48Z,1546.13
2021-03-02T07:37:51Z,1546.13
2021-03-02T07:39:53Z,1550.12
2021-03-02T07:41:56Z,1550.12
2021-03-02T07:43:59Z,1552.03
2021-03-02T07:46:01Z,1552.03
2021-03-02T07:48:04Z,1552.03
2021-03-02T07:50:06Z,1551.65
2021-03-02T07:52:09Z,1551.65
2021-03-02T07:54:12Z,1543.74
2021-03-02T07:56:15Z,1541.59
2021-03-02T07:58:17Z,1541.59
2021-03-02T08:00:20Z,1540.47
2021-03-02T08:02:23Z,1540.47
2021-03-02T08:04:26Z,1539.78
2021-03-02T08:06:28Z,1539.78
2021-03-02T08:08:31Z,1539.78
2021-03-02T08:10:34Z,1546.32
2021-03-02T08:12:37Z,1546.32
2021-03-02T08:14:39Z,1545.29
2021-03-02T08:16:42Z,1545.29
2021-03-02T08:18:45Z,1553.47
2021-03-02T08:20:48Z,1553.47
2021-03-02T08:22:50Z,1557.47
2021-03-02T08:24:53Z,1557.47
2021-03-02T08:26:56Z,1557.47
2021-03-02T08:28:58Z,1557.35
2021-03-02T08:31:01Z,1557.35
2021-03-02T08:33:04Z,1557.35
2021-03-02T08:35:06Z,1565.39
2021-03-02T08:37:09Z,1565.39
2021-03-02T08:39:13Z,1563.28
2021-03-02T08:41:16Z,1563.28
2021-03-02T08:43:19Z,1563.28
2021-03-02T08:45:21Z,1563.03
2021-03-02T08:47:25Z,1563.03
2021-03-02T08:49:28Z,1564.7
2021-03-02T08:51:30Z,1564.7
2021-03-02T08:53:34Z,1564.7
2021-03-02T08:55:36Z,1564.7
2021-03-02T08:57:38Z,1563.74
2021-03-02T08:59:41Z,1563.74
2021-03-02T09:01:44Z,1559.28
2021-03-02T09:03:47Z,1559.28
2021-03-02T09:05:49Z,1559.28
2021-03-02T09:07:52Z,1559.28
2021-03-02T09:09:55Z,1566.24
2021-03-02T09:11:58Z,1566.24
2021-03-02T09:14:00Z,1566.74
2021-03-02T09:16:03Z,1566.74
2021-03-02T09:18:06Z,1567.6
2021-03-02T09:20:09Z,1567.6
2021-03-02T09:22:11Z,1567.61
2021-03-02T09:24:15Z,1567.61
2021-03-02T09:26:17Z,1567.61
2021-03-02T09:28:20Z,1571.88
2021-03-02T09:30:23Z,1571.04
2021-03-02T09:32:25Z,1571.04
2021-03-02T09:34:28Z,1571.04
2021-03-02T09:36:30Z,1569.88
2021-03-02T09:38:34Z,1569.88
2021-03-02T09:40:36Z,1569.88
2021-03-02T09:42:39Z,1571.6
2021-03-02T09:44:42Z,1571.6
2021-03-02T09:46:44Z,1572.49
2021-03-02T09:48:48Z,1572.49
2021-03-02T09:50:50Z,1573.73
2021-03-02T09:52:53Z,1573.73
2021-03-02T09:54:56Z,1573.1
2021-03-02T09:56:59Z,1570.78
2021-03-02T09:59:01Z,1570.78
2021-03-02T10:01:04Z,1568.38
2021-03-02T10:03:06Z,1568.38
2021-03-02T10:05:09Z,1568.38
2021-03-02T10:07:11Z,1569.87
2021-03-02T10:09:14Z,1569.87
2021-03-02T10:11:17Z,1569.87
2021-03-02T10:13:20Z,1568.52
2021-03-02T10:15:23Z,1568.52
2021-03-02T10:17:25Z,1567.18
2021-03-02T10:19:28Z,1567.18
2021-03-02T10:21:31Z,1566.43
2021-03-02T10:23:34Z,1566.43
2021-03-02T10:25:37Z,1566.43
2021-03-02T10:27:40Z,1565.33
2021-03-02T10:29:43Z,1565.33
2021-03-02T10:31:46Z,1564.93
2021-03-02T10:33:49Z,1564.93
2021-03-02T10:35:51Z,1569.3
2021-03-02T10:37:54Z,1569.3
2021-03-02T10:39:57Z,1569.3
2021-03-02T10:42:00Z,1571.07
2021-03-02T10:44:03Z,1571.07
2021-03-02T10:46:05Z,1571.07
2021-03-02T10:48:08Z,1571.95
2021-03-02T10:50:11Z,1571.95
2021-03-02T10:52:13Z,1568.73
2021-03-02T10:54:16Z,1568.73
2021-03-02T10:56:18Z,1561.15
2021-03-02T10:58:21Z,1561.15
2021-03-02T11:00:24Z,1561.15
2021-03-02T11:02:27Z,1558.82
2021-03-02T11:04:30Z,1558.82
2021-03-02T11:06:32Z,1554.93
2021-03-02T11:08:35Z,1554.93
2021-03-02T11:10:38Z,1554.93
2021-03-02T11:12:40Z,1557
2021-03-02T11:14:43Z,1557
2021-03-02T11:16:46Z,1557
2021-03-02T11:18:49Z,1557.6
2021-03-02T11:20:52Z,1557.6
2021-03-02T11:22:55Z,1560.42
2021-03-02T11:24:58Z,1560.42
2021-03-02T11:27:00Z,1560.42
2021-03-02T11:29:03Z,1559.9
2021-03-02T11:31:06Z,1559.9
2021-03-02T11:33:08Z,1558.98
2021-03-02T11:35:11Z,1558.98
2021-03-02T11:37:14Z,1563.25
2021-03-02T11:39:16Z,1568.08
2021-03-02T11:41:19Z,1568.08
2021-03-02T11:43:26Z,1568.08
2021-03-02T11:45:29Z,1572.08
2021-03-02T11:47:32Z,1572.08
2021-03-02T11:49:34Z,1572.14
2021-03-02T11:51:37Z,1572.14
2021-03-02T11:53:40Z,1572.14
2021-03-02T11:55:42Z,1571.55
2021-03-02T11:57:45Z,1571.55
2021-03-02T11:59:48Z,1572.72
2021-03-02T12:01:51Z,1572.19
2021-03-02T12:03:54Z,1572.19
2021-03-02T12:05:57Z,1572.19
2021-03-02T12:08:00Z,1569.58
2021-03-02T12:10:02Z,1569.58
2021-03-02T12:12:05Z,1569.58
2021-03-02T12:14:08Z,1571.62
2021-03-02T12:16:11Z,1571.62
2021-03-02T12:18:13Z,1567.67
2021-03-02T12:20:16Z,1567.47
2021-03-02T12:22:19Z,1567.47
2021-03-02T12:24:22Z,1567.47
2021-03-02T12:26:27Z,1567.52
2021-03-02T12:28:30Z,1567.52
2021-03-02T12:30:33Z,1566.61
2021-03-02T12:32:35Z,1566.61
2021-03-02T12:34:38Z,1563.6
2021-03-02T12:36:41Z,1563.6
2021-03-02T12:38:44Z,1563.6
2021-03-02T12:40:46Z,1564.4
2021-03-02T12:42:49Z,1564.4
2021-03-02T12:44:52Z,1564.72
2021-03-02T12:46:55Z,1564.72
2021-03-02T12:48:57Z,1564.72
2021-03-02T12:51:00Z,1564.72
2021-03-02T12:53:03Z,1564.72
2021-03-02T12:55:06Z,1565.5
2021-03-02T12:57:09Z,1565.5
2021-03-02T12:59:13Z,1566.7
2021-03-02T13:01:15Z,1566.7
2021-03-02T13:03:18Z,1566.7
2021-03-02T13:05:20Z,1568.3
2021-03-02T13:07:26Z,1568.3
2021-03-02T13:09:29Z,1568.3
2021-03-02T13:11:32Z,1574.23
2021-03-02T13:13:35Z,1574.23
2021-03-02T13:15:37Z,1574.23
2021-03-02T13:17:40Z,1571.47
2021-03-02T13:19:43Z,1571.47
2021-03-02T13:21:45Z,1571.01
2021-03-02T13:23:48Z,1571.01
2021-03-02T13:25:51Z,1571.01
2021-03-02T13:27:53Z,1573.82
2021-03-02T13:29:56Z,1573.82
2021-03-02T13:31:59Z,1576
2021-03-02T13:34:02Z,1576
2021-03-02T13:36:07Z,1576.67
2021-03-02T13:38:09Z,1576.67
2021-03-02T13:40:12Z,1576.67
2021-03-02T13:42:15Z,1574.41
2021-03-02T13:44:18Z,1574.41
2021-03-02T13:46:20Z,1574.41
2021-03-02T13:48:23Z,1571.36
2021-03-02T13:50:26Z,1570.35
2021-03-02T13:52:29Z,1570.35
2021-03-02T13:54:31Z,1573.51
2021-03-02T13:56:35Z,1573.51
2021-03-02T13:58:38Z,1576.7
2021-03-02T14:00:41Z,1576.7
2021-03-02T14:02:44Z,1576.78
2021-03-02T14:04:47Z,1576.78
2021-03-02T14:06:50Z,1576.78
2021-03-02T14:08:53Z,1574.04
2021-03-02T14:10:56Z,1574.04
2021-03-02T14:12:58Z,1577.33
2021-03-02T14:15:01Z,1583.26
2021-03-02T14:17:04Z,1583.26
2021-03-02T14:19:07Z,1587.71
2021-03-02T14:21:09Z,1587.71
2021-03-02T14:23:12Z,1587.71
2021-03-02T14:25:15Z,1594.16
2021-03-02T14:27:18Z,1594.16
2021-03-02T14:29:21Z,1594.16
2021-03-02T14:31:24Z,1595.96
2021-03-02T14:33:27Z,1595.96
2021-03-02T14:35:29Z,1594.76
2021-03-02T14:37:32Z,1594.76
2021-03-02T14:39:35Z,1594.76
2021-03-02T14:41:37Z,1592.67
2021-03-02T14:43:40Z,1588.64
2021-03-02T14:45:43Z,1588.64
2021-03-02T14:47:46Z,1588.64
2021-03-02T14:49:48Z,1584.9
2021-03-02T14:51:52Z,1584.9
2021-03-02T14:53:55Z,1579.53
2021-03-02T14:55:57Z,1579.53
2021-03-02T14:58:00Z,1570.96
2021-03-02T15:00:03Z,1570.96
2021-03-02T15:02:06Z,1569.8
2021-03-02T15:04:09Z,1570.41
2021-03-02T15:06:12Z,1570.41
2021-03-02T15:08:16Z,1570.41
2021-03-02T15:10:19Z,1572.44
2021-03-02T15:12:22Z,1572.44
2021-03-02T15:14:25Z,1572.44
2021-03-02T15:16:29Z,1572.44
2021-03-02T15:18:32Z,1571.25
2021-03-02T15:20:34Z,1571.25
2021-03-02T15:22:37Z,1565.78
2021-03-02T15:24:39Z,1565.78
2021-03-02T15:26:43Z,1565.78
2021-03-02T15:28:45Z,1555.95
2021-03-02T15:30:48Z,1555.95
2021-03-02T15:32:51Z,1555.95
2021-03-02T15:34:53Z,1555.95
2021-03-02T15:36:57Z,1558.68
2021-03-02T15:39:01Z,1558.68
2021-03-02T15:41:05Z,1558.68
2021-03-02T15:43:07Z,1558.38
2021-03-02T15:45:10Z,1558.38
2021-03-02T15:47:13Z,1558.38
2021-03-02T15:49:15Z,1556.95
2021-03-02T15:51:18Z,1556.95
2021-03-02T15:53:20Z,1559.18
2021-03-02T15:55:24Z,1559.18
2021-03-02T15:57:26Z,1557.83
2021-03-02T15:59:29Z,1557.83
2021-03-02T16:01:32Z,1557.83
2021-03-02T16:03:35Z,1557.28
2021-03-02T16:05:38Z,1557.28
2021-03-02T16:07:40Z,1557.28
2021-03-02T16:09:44Z,1554.69
2021-03-02T16:11:47Z,1554.69
2021-03-02T16:13:50Z,1554.69
2021-03-02T16:15:53Z,1550.83
2021-03-02T16:17:56Z,1550.83
2021-03-02T16:19:58Z,1551.84
2021-03-02T16:22:01Z,1551.84
2021-03-02T16:24:04Z,1551.84
2021-03-02T16:26:07Z,1554.96
2021-03-02T16:28:10Z,1554.96
2021-03-02T16:30:13Z,1556.06
2021-03-02T16:32:15Z,1556.06
2021-03-02T16:34:18Z,1556.06
2021-03-02T16:36:21Z,1561.23
2021-03-02T16:38:24Z,1561.23
2021-03-02T16:40:27Z,1561.23
2021-03-02T16:42:30Z,1547.65
2021-03-02T16:44:33Z,1547.65
2021-03-02T16:46:36Z,1547.65
2021-03-02T16:48:39Z,1529.39
2021-03-02T16:50:43Z,1529.39
2021-03-02T16:52:46Z,1525.39
2021-03-02T16:54:49Z,1525.39
2021-03-02T16:56:53Z,1517.37
2021-03-02T16:58:56Z,1517.37
2021-03-02T17:00:59Z,1514.09
2021-03-02T17:03:01Z,1514.09
2021-03-02T17:05:05Z,1501.31
2021-03-02T17:07:07Z,1501.31
2021-03-02T17:09:10Z,1501.31
2021-03-02T17:11:13Z,1506.64
2021-03-02T17:13:16Z,1506.64
2021-03-02T17:15:18Z,1506.64
2021-03-02T17:17:21Z,1500.01
2021-03-02T17:19:24Z,1500.01
2021-03-02T17:21:28Z,1500.01
2021-03-02T17:23:31Z,1509.01
2021-03-02T17:25:34Z,1509.01
2021-03-02T17:27:36Z,1507.34
2021-03-02T17:29:39Z,1507.34
2021-03-02T17:31:42Z,1510.11
2021-03-02T17:33:45Z,1510.11
2021-03-02T17:35:48Z,1510.45
2021-03-02T17:37:51Z,1510.45
2021-03-02T17:39:53Z,1510.45
2021-03-02T17:41:56Z,1510.45
2021-03-02T17:43:59Z,1512.06
2021-03-02T17:46:02Z,1512.06
2021-03-02T17:48:05Z,1512.13
2021-03-02T17:50:08Z,1512.13
2021-03-02T17:52:11Z,1511.12
2021-03-02T17:54:14Z,1511.12
2021-03-02T17:56:17Z,1510.1
2021-03-02T17:58:21Z,1510.1
2021-03-02T18:00:24Z,1514.57
2021-03-02T18:02:27Z,1514.57
2021-03-02T18:04:29Z,1514.57
2021-03-02T18:06:32Z,1513.64
2021-03-02T18:08:35Z,1513.64
2021-03-02T18:10:38Z,1513.64
2021-03-02T18:12:41Z,1511.91
2021-03-02T18:14:44Z,1511.91
2021-03-02T18:16:47Z,1510.61
2021-03-02T18:18:50Z,1510.61
2021-03-02T18:20:52Z,1516.84
2021-03-02T18:22:55Z,1516.84
2021-03-02T18:24:58Z,1516.84
2021-03-02T18:27:01Z,1514.24
2021-03-02T18:29:05Z,1514.24
2021-03-02T18:31:08Z,1516.13
2021-03-02T18:33:11Z,1516.13
2021-03-02T18:35:13Z,1516.13
2021-03-02T18:37:16Z,1515.41
2021-03-02T18:39:19Z,1515.41
2021-03-02T18:41:22Z,1515.41
2021-03-02T18:43:25Z,1512.44
2021-03-02T18:45:28Z,1512.44
2021-03-02T18:47:31Z,1507.36
2021-03-02T18:49:35Z,1507.36
2021-03-02T18:51:38Z,1506.43
2021-03-02T18:53:42Z,1506.43
2021-03-02T18:55:44Z,1502.89
2021-03-02T18:57:47Z,1502.89
2021-03-02T18:59:50Z,1504.51
2021-03-02T19:01:53Z,1504.51
2021-03-02T19:03:56Z,1505.69
2021-03-02T19:05:58Z,1505.69
2021-03-02T19:08:01Z,1505.69
2021-03-02T19:10:04Z,1500.55
2021-03-02T19:12:07Z,1500.55
2021-03-02T19:14:10Z,1500.55
2021-03-02T19:16:12Z,1489.88
2021-03-02T19:18:15Z,1489.88
2021-03-02T19:20:18Z,1489.88
2021-03-02T19:22:21Z,1480.61
2021-03-02T19:24:24Z,1480.61
2021-03-02T19:26:27Z,1485.54
2021-03-02T19:28:30Z,1485.54
2021-03-02T19:30:33Z,1489.22
2021-03-02T19:32:36Z,1489.93
2021-03-02T19:34:39Z,1489.93
2021-03-02T19:36:42Z,1489.93
2021-03-02T19:38:45Z,1495.85
2021-03-02T19:40:47Z,1495.85
2021-03-02T19:42:50Z,1501.29
2021-03-02T19:44:53Z,1501.29
2021-03-02T19:46:55Z,1500.33
2021-03-02T19:48:58Z,1500.33
2021-03-02T19:51:01Z,1495.13
2021-03-02T19:53:04Z,1495.13
2021-03-02T19:55:07Z,1501.77
2021-03-02T19:57:10Z,1501.77
2021-03-02T19:59:13Z,1500.61
2021-03-02T20:01:20Z,1500.61
2021-03-02T20:03:24Z,1492.07
2021-03-02T20:05:27Z,1492.07
2021-03-02T20:07:30Z,1492.07
2021-03-02T20:09:33Z,1492.07
2021-03-02T20:11:36Z,1476.62
2021-03-02T20:13:39Z,1476.62
2021-03-02T20:15:42Z,1480.15
2021-03-02T20:17:45Z,1480.15
2021-03-02T20:19:48Z,1475.27
2021-03-02T20:21:52Z,1475.27
2021-03-02T20:23:54Z,1475.27
2021-03-02T20:25:57Z,1475.27
2021-03-02T20:28:00Z,1472.39
2021-03-02T20:30:03Z,1472.39
2021-03-02T20:32:06Z,1472.39
2021-03-02T20:34:08Z,1472.62
2021-03-02T20:36:11Z,1472.62
2021-03-02T20:38:14Z,1472.62
2021-03-02T20:40:16Z,1467.8
2021-03-02T20:42:19Z,1467.8
2021-03-02T20:44:22Z,1467.8
2021-03-02T20:46:25Z,1469.82
2021-03-02T20:48:28Z,1469.82
2021-03-02T20:50:31Z,1472.88
2021-03-02T20:52:34Z,1472.88
2021-03-02T20:54:36Z,1472.88
2021-03-02T20:56:39Z,1471.19
2021-03-02T20:58:42Z,1471.19
2021-03-02T21:00:45Z,1474.44
2021-03-02T21:02:47Z,1474.44
2021-03-02T21:04:50Z,1475.28
2021-03-02T21:06:53Z,1475.28
2021-03-02T21:08:56Z,1475.28
2021-03-02T21:10:58Z,1477.38
2021-03-02T21:13:02Z,1477.38
2021-03-02T21:15:05Z,1480.26
2021-03-02T21:17:07Z,1480.26
2021-03-02T21:19:10Z,1481.78
2021-03-02T21:21:13Z,1481.78
2021-03-02T21:23:16Z,1481.78
2021-03-02T21:25:18Z,1482.96
2021-03-02T21:27:20Z,1482.96
2021-03-02T21:29:24Z,1482.62
2021-03-02T21:31:26Z,1482.62
2021-03-02T21:33:29Z,1478.34
2021-03-02T21:35:31Z,1478.34
2021-03-02T21:37:34Z,1478.34
2021-03-02T21:39:37Z,1469.26
2021-03-02T21:41:40Z,1469.26
2021-03-02T21:43:42Z,1464.01
2021-03-02T21:45:45Z,1464.01
2021-03-02T21:47:48Z,1466.26
2021-03-02T21:49:50Z,1466.26
2021-03-02T21:51:53Z,1469.75
2021-03-02T21:53:57Z,1469.75
2021-03-02T21:56:00Z,1470.46
2021-03-02T21:58:03Z,1470.46
2021-03-02T22:00:05Z,1475.76
2021-03-02T22:02:08Z,1475.76
2021-03-02T22:04:11Z,1474.89
2021-03-02T22:06:14Z,1474.89
2021-03-02T22:08:18Z,1474.89
2021-03-02T22:10:23Z,1475.24
2021-03-02T22:12:26Z,1475.24
2021-03-02T22:14:29Z,1480.78
2021-03-02T22:16:32Z,1480.78
2021-03-02T22:18:35Z,1480.78
2021-03-02T22:20:37Z,1482.97
2021-03-02T22:22:40Z,1482.97
2021-03-02T22:24:44Z,1487.34
2021-03-02T22:26:47Z,1487.34
2021-03-02T22:28:50Z,1487.79
2021-03-02T22:30:53Z,1487.79
2021-03-02T22:32:55Z,1488.23
2021-03-02T22:34:58Z,1488.23
2021-03-02T22:37:00Z,1486.57
2021-03-02T22:39:03Z,1486.57
2021-03-02T22:41:06Z,1485.8
2021-03-02T22:43:09Z,1485.8
2021-03-02T22:45:12Z,1479.85
2021-03-02T22:47:14Z,1479.85
2021-03-02T22:49:17Z,1490.24
2021-03-02T22:51:20Z,1490.24
2021-03-02T22:53:23Z,1491.05
2021-03-02T22:55:26Z,1491.05
2021-03-02T22:57:29Z,1490.82
2021-03-02T22:59:32Z,1490.82
2021-03-02T23:01:35Z,1490.37
2021-03-02T23:03:38Z,1490.37
2021-03-02T23:05:41Z,1491.33
2021-03-02T23:07:44Z,1491.33
2021-03-02T23:09:47Z,1491.33
2021-03-02T23:11:52Z,1492.63
2021-03-02T23:13:54Z,1492.63
2021-03-02T23:15:58Z,1501.22
2021-03-02T23:18:00Z,1501.22
2021-03-02T23:20:04Z,1503.92
2021-03-02T23:22:07Z,1503.92
2021-03-02T23:24:10Z,1497.66
2021-03-02T23:26:13Z,1497.66
2021-03-02T23:28:15Z,1497.43
