block,price,ts,started_at
13481916,399513790723,1635101767,1635101767
13481917,399513790723,1635101767,1635101767
13481918,399513790723,1635101767,1635101767
13481919,399513790723,1635101767,1635101767
13481920,399513790723,1635101767,1635101767
13481921,399513790723,1635101767,1635101767
13481922,399513790723,1635101767,1635101767
13481923,399513790723,1635101767,1635101767
13481924,399513790723,1635101767,1635101767
13481925,399513790723,1635101767,1635101767
13481926,399513790723,1635101767,1635101767
13481927,399513790723,1635101767,1635101767
13481928,399513790723,1635101767,1635101767
13481929,399513790723,1635101767,1635101767
13481930,399513790723,1635101767,1635101767
13481931,399513790723,1635101767,1635101767
13481932,399513790723,1635101767,1635101767
13481933,399513790723,1635101767,1635101767
13481934,399513790723,1635101767,1635101767
13481935,399513790723,1635101767,1635101767
13481936,399513790723,1635101767,1635101767
13481937,399513790723,1635101767,1635101767
13481938,399513790723,1635101767,1635101767
13481939,399513790723,1635101767,1635101767
13481940,399513790723,1635101767,1635101767
13481941,399513790723,1635101767,1635101767
13481942,399513790723,1635101767,1635101767
13481943,399513790723,1635101767,1635101767
13481944,399513790723,1635101767,1635101767
13481945,399513790723,1635101767,1635101767
13481946,399513790723,1635101767,1635101767
13481947,399513790723,1635101767,1635101767
13481948,399513790723,1635101767,1635101767
13481949,399513790723,1635101767,1635101767
13481950,399513790723,1635101767,1635101767
13481951,399513790723,1635101767,1635101767
13481952,399513790723,1635101767,1635101767
13481953,399513790723,1635101767,1635101767
13481954,399513790723,1635101767,1635101767
13481955,399513790723,1635101767,1635101767
13481956,399513790723,1635101767,1635101767
13481957,399513790723,1635101767,1635101767
13481958,399513790723,1635101767,1635101767
13481959,399513790723,1635101767,1635101767
13481960,399513790723,1635101767,1635101767
13481961,399513790723,1635101767,1635101767
13481962,399513790723,1635101767,1635101767
13481963,399513790723,1635101767,1635101767
13481964,399513790723,1635101767,1635101767
13481965,399513790723,1635101767,1635101767
13481966,399513790723,1635101767,1635101767
13481967,399513790723,1635101767,1635101767
13481968,399513790723,1635101767,1635101767
13481969,399513790723,1635101767,1635101767
13481970,399513790723,1635101767,1635101767
13481971,399513790723,1635101767,1635101767
13481972,399513790723,1635101767,1635101767
13481973,399513790723,1635101767,1635101767
13481974,399513790723,1635101767,1635101767
13481975,399513790723,1635101767,1635101767
13481976,399513790723,1635101767,1635101767
13481977,399513790723,1635101767,1635101767
13481978,399513790723,1635101767,1635101767
13481979,399513790723,1635101767,1635101767
