time,rai_usd
2021-10-20T10:57:08Z,3.025819954
2021-10-20T10:59:40Z,3.026047475
2021-10-20T11:00:32Z,3.028675737
2021-10-20T11:15:10Z,3.028793421
2021-10-20T11:18:12Z,3.029146471
2021-10-20T11:20:40Z,3.029679969
2021-10-20T11:23:34Z,3.031084324
2021-10-20T11:30:41Z,3.028040247
2021-10-20T11:32:58Z,3.035281697
2021-10-20T11:55:00Z,3.034559906
2021-10-20T11:56:07Z,3.030668509
2021-10-20T12:02:35Z,3.033320308
2021-10-20T12:04:51Z,3.035446454
2021-10-20T12:11:08Z,3.053083269
2021-10-20T12:28:17Z,3.048192011
2021-10-20T12:35:35Z,3.03836648
2021-10-20T12:37:50Z,3.05968064
2021-10-20T12:42:27Z,3.066954493
2021-10-20T12:46:33Z,3.041374577
2021-10-20T13:05:40Z,3.04880596
2021-10-20T13:25:09Z,3.04880596
2021-10-20T13:28:24Z,3.047809444
2021-10-20T13:40:19Z,3.053603142
2021-10-20T13:45:35Z,3.050963065
2021-10-20T13:48:14Z,3.044220286
2021-10-20T13:50:45Z,3.04947199
2021-10-20T13:52:17Z,3.079565942
2021-10-20T13:55:50Z,3.079773757
2021-10-20T14:05:35Z,3.086570054
2021-10-20T14:13:41Z,3.074470817
2021-10-20T14:19:37Z,3.060954416
2021-10-20T14:23:38Z,3.041564002
2021-10-20T14:28:18Z,3.049715123
2021-10-20T14:34:02Z,3.070376739
2021-10-20T14:38:24Z,3.067727725
2021-10-20T14:53:03Z,3.038111385
2021-10-20T15:16:53Z,3.04837175
2021-10-20T15:22:22Z,3.031980192
2021-10-20T15:27:06Z,3.057975416
2021-10-20T15:49:45Z,3.066708069
2021-10-20T15:56:58Z,3.066790666
2021-10-20T16:02:10Z,3.063967039
2021-10-20T16:26:00Z,3.048869067
2021-10-20T16:47:55Z,3.048273888
2021-10-20T17:02:43Z,3.039986027
2021-10-20T17:11:11Z,3.040279415
2021-10-20T17:14:50Z,3.037481429
2021-10-20T17:24:09Z,3.043888519
2021-10-20T17:58:43Z,3.047415767
2021-10-20T18:12:12Z,3.058577944
2021-10-20T18:25:34Z,3.057201275
2021-10-20T18:30:12Z,3.062246579
2021-10-20T18:36:29Z,3.06252744
2021-10-20T18:47:00Z,3.064198234
2021-10-20T18:51:08Z,3.062579421
2021-10-20T18:56:33Z,3.037344795
2021-10-20T19:51:59Z,3.03943517
2021-10-20T19:56:04Z,3.044642642
2021-10-20T20:09:06Z,3.034205539
2021-10-20T20:22:38Z,3.034242471
2021-10-20T20:53:05Z,3.038726068
2021-10-20T20:57:20Z,3.04431025
2021-10-20T21:05:41Z,3.061299166
2021-10-20T21:33:02Z,3.046329343
2021-10-20T21:41:39Z,3.034874529
2021-10-20T22:03:28Z,3.041245515
2021-10-20T22:24:32Z,3.041451267
2021-10-20T22:31:22Z,3.045801468
2021-10-20T22:45:26Z,3.044706569
2021-10-20T22:56:58Z,3.060439303
2021-10-20T23:40:45Z,3.053140043
2021-10-20T23:50:19Z,3.055345518
2021-10-20T23:55:41Z,3.047095135
2021-10-21T00:18:04Z,3.062054916
2021-10-21T00:20:49Z,3.047397435
2021-10-21T00:24:38Z,3.062402026
2021-10-21T00:43:16Z,3.058457302
2021-10-21T00:57:40Z,3.055211273
2021-10-21T00:59:55Z,3.055480563
2021-10-21T01:02:08Z,3.056266596
2021-10-21T01:07:38Z,3.056649264
2021-10-21T01:18:54Z,3.056584135
2021-10-21T01:19:52Z,3.048109745
2021-10-21T01:31:13Z,3.046743267
2021-10-21T01:35:09Z,3.05199342
2021-10-21T01:36:14Z,3.030164752
2021-10-21T02:03:37Z,3.043043171
2021-10-21T02:07:27Z,3.050631735
2021-10-21T02:20:27Z,3.060077538
2021-10-21T02:26:18Z,3.040184764
2021-10-21T02:45:17Z,3.066144537
2021-10-21T02:52:40Z,3.044731444
2021-10-21T04:18:12Z,3.039737475
2021-10-21T04:50:30Z,3.037284042
2021-10-21T04:58:48Z,3.035788755
2021-10-21T05:07:01Z,3.033654704
2021-10-21T05:09:39Z,3.042793377
2021-10-21T05:21:26Z,3.043947507
2021-10-21T05:35:00Z,3.041044036
2021-10-21T05:44:16Z,3.042082027
2021-10-21T05:50:01Z,3.043003879
2021-10-21T05:54:33Z,3.043424882
2021-10-21T06:09:30Z,3.026962205
2021-10-21T06:32:52Z,3.029531776
2021-10-21T06:43:52Z,3.026551973
2021-10-21T06:56:12Z,3.042547414
2021-10-21T07:09:02Z,3.042649528
2021-10-21T07:21:08Z,3.040454075
2021-10-21T07:26:28Z,3.04946929
2021-10-21T07:36:55Z,3.049571404
2021-10-21T07:37:39Z,3.041145008
2021-10-21T07:52:05Z,3.039655753
2021-10-21T07:55:25Z,3.036916978
2021-10-21T07:57:24Z,3.038515202
2021-10-21T08:01:40Z,3.040222397
2021-10-21T08:04:14Z,3.041464653
2021-10-21T08:06:14Z,3.060098497
2021-10-21T08:53:31Z,3.062016366
2021-10-21T09:03:50Z,3.053973835
2021-10-21T09:07:54Z,3.059183086
2021-10-21T09:14:40Z,3.051966579
2021-10-21T09:17:14Z,3.062941377
2021-10-21T09:23:47Z,3.055843429
2021-10-21T09:33:17Z,3.044864725
2021-10-21T09:34:43Z,3.040485841
2021-10-21T09:38:33Z,3.048734376
2021-10-21T09:44:39Z,3.056280674
2021-10-21T10:09:03Z,3.044916923
2021-10-21T10:13:01Z,3.04364469
2021-10-21T10:16:15Z,3.045940775
2021-10-21T10:44:23Z,3.048761274
2021-10-21T10:52:10Z,3.051447126
2021-10-21T10:54:31Z,3.050287407
2021-10-21T10:58:44Z,3.055907542
2021-10-21T11:03:32Z,3.055071254
2021-10-21T11:06:13Z,3.045947414
2021-10-21T11:11:41Z,3.043795544
2021-10-21T11:20:07Z,3.046000165
2021-10-21T11:22:10Z,3.047840371
2021-10-21T11:29:25Z,3.045858406
2021-10-21T11:35:06Z,3.04517281
2021-10-21T11:42:29Z,3.04189582
2021-10-21T11:45:48Z,3.052806664
2021-10-21T11:48:46Z,3.033157643
2021-10-21T11:56:53Z,3.056341598
2021-10-21T11:59:24Z,3.03157846
2021-10-21T12:10:53Z,3.034989432
2021-10-21T12:15:27Z,3.031395074
2021-10-21T12:20:49Z,3.050109663
2021-10-21T13:01:23Z,3.054905683
2021-10-21T13:05:54Z,3.067321885
2021-10-21T13:18:07Z,3.054560273
2021-10-21T13:25:13Z,3.044106707
2021-10-21T13:27:03Z,3.049871397
2021-10-21T13:28:54Z,3.052810959
2021-10-21T13:30:40Z,3.058339626
2021-10-21T13:33:50Z,3.045715956
2021-10-21T13:59:35Z,3.040330334
2021-10-21T14:04:36Z,3.033574936
2021-10-21T14:22:42Z,3.04226191
2021-10-21T14:26:28Z,3.018916177
2021-10-21T14:33:33Z,3.025726
2021-10-21T14:43:46Z,3.026732108
2021-10-21T14:45:32Z,3.042991397
2021-10-21T14:53:54Z,3.033113915
2021-10-21T15:08:18Z,3.044431388
2021-10-21T15:12:13Z,3.016833411
2021-10-21T15:30:26Z,3.037894902
2021-10-21T15:34:11Z,3.054514934
2021-10-21T15:54:41Z,3.066154458
2021-10-21T16:23:19Z,3.048460637
2021-10-21T16:28:29Z,3.029123296
2021-10-21T16:58:07Z,3.03017381
2021-10-21T17:00:06Z,3.041475029
2021-10-21T17:12:06Z,3.054252902
2021-10-21T17:27:59Z,3.032333136
2021-10-21T17:43:21Z,3.032073424
2021-10-21T17:47:12Z,3.012238782
2021-10-21T17:58:29Z,3.064096472
2021-10-21T18:19:25Z,3.051813709
2021-10-21T18:20:31Z,3.052995102
2021-10-21T18:28:01Z,3.034932416
2021-10-21T18:53:27Z,3.033661861
2021-10-21T19:04:26Z,3.048930812
2021-10-21T19:11:11Z,3.068947626
2021-10-21T19:19:50Z,3.064957638
2021-10-21T19:45:51Z,3.051709687
2021-10-21T21:05:56Z,3.052474992
2021-10-21T21:11:50Z,3.059303296
2021-10-21T21:22:42Z,3.038567358
2021-10-21T21:27:12Z,3.037873648
2021-10-21T21:37:46Z,3.018589989
2021-10-21T21:56:07Z,3.03143366
2021-10-21T21:59:48Z,3.025971337
2021-10-21T22:05:19Z,3.043670153
2021-10-21T22:24:24Z,3.028142925
2021-10-21T22:50:20Z,3.021694864
2021-10-21T23:08:42Z,3.035762014
2021-10-21T23:26:02Z,3.030306167
2021-10-21T23:39:55Z,3.042184234
2021-10-22T00:11:18Z,3.06498774
2021-10-22T00:41:09Z,3.063418133
2021-10-22T01:14:39Z,3.042147732
2021-10-22T01:25:17Z,3.034788444
2021-10-22T01:43:58Z,3.03824775
2021-10-22T01:47:56Z,3.020121279
2021-10-22T02:04:17Z,3.020121279
2021-10-22T02:05:11Z,3.028949487
2021-10-22T02:15:02Z,3.02916248
2021-10-22T02:18:42Z,3.030763603
2021-10-22T02:19:50Z,3.031383094
2021-10-22T02:21:24Z,3.030957108
2021-10-22T02:27:25Z,3.036171765
2021-10-22T02:34:27Z,3.028379157
2021-10-22T02:50:47Z,3.02476562
2021-10-22T02:59:20Z,3.039359316
2021-10-22T03:12:01Z,3.04410392
2021-10-22T03:28:40Z,3.045719729
2021-10-22T03:32:54Z,3.060629242
2021-10-22T03:39:02Z,3.05097488
2021-10-22T03:54:31Z,3.052483038
2021-10-22T04:08:02Z,3.054181546
2021-10-22T04:09:38Z,3.054291364
2021-10-22T04:14:12Z,3.041991821
2021-10-22T04:15:36Z,3.053793525
2021-10-22T04:22:00Z,3.053969233
2021-10-22T04:22:55Z,3.050140268
2021-10-22T05:05:19Z,3.039078
2021-10-22T05:48:42Z,3.034875656
2021-10-22T05:57:38Z,3.044495656
2021-10-22T06:18:54Z,3.031771486
2021-10-22T06:32:58Z,3.026990771
2021-10-22T06:35:47Z,3.018344485
2021-10-22T06:42:49Z,3.02647829
2021-10-22T07:17:43Z,3.025548503
2021-10-22T07:23:23Z,3.044261359
2021-10-22T07:32:42Z,3.050376489
2021-10-22T07:39:03Z,3.057395658
2021-10-22T08:07:01Z,3.061827657
2021-10-22T08:17:10Z,3.053706563
2021-10-22T08:26:08Z,3.043848927
2021-10-22T08:46:21Z,3.045672516
2021-10-22T08:53:07Z,3.047972143
2021-10-22T08:54:20Z,3.051472849
2021-10-22T09:06:31Z,3.04421511
2021-10-22T09:20:38Z,3.042647848
2021-10-22T09:23:52Z,3.03831957
2021-10-22T09:35:48Z,3.022412597
2021-10-22T09:43:37Z,3.023430585
2021-10-22T09:46:53Z,3.027495212
2021-10-22T09:51:19Z,3.030812826
2021-10-22T09:54:41Z,3.03144266
2021-10-22T09:58:56Z,3.01932934
2021-10-22T10:03:41Z,3.032314175
2021-10-22T10:07:46Z,3.030080461
2021-10-22T10:14:36Z,3.032195778
2021-10-22T10:23:42Z,3.023575484
2021-10-22T10:29:17Z,3.03330466
2021-10-22T10:30:37Z,3.0313555
2021-10-22T10:38:43Z,3.032826564
2021-10-22T10:46:21Z,3.037453061
2021-10-22T10:53:13Z,3.028942955
2021-10-22T11:03:43Z,3.037953223
2021-10-22T11:04:29Z,3.035614231
2021-10-22T11:10:40Z,3.03811504
2021-10-22T11:15:44Z,3.045242345
2021-10-22T11:22:04Z,3.048611082
2021-10-22T11:34:17Z,3.04718502
2021-10-22T11:40:39Z,3.047979348
2021-10-22T11:43:26Z,3.048736903
2021-10-22T11:47:36Z,3.044699065
2021-10-22T11:59:05Z,3.045956752
2021-10-22T12:03:22Z,3.045603717
2021-10-22T12:04:25Z,3.047523345
2021-10-22T12:06:28Z,3.043419313
2021-10-22T12:11:07Z,3.042205755
2021-10-22T12:15:12Z,3.037535396
2021-10-22T12:19:40Z,3.036799906
2021-10-22T12:23:48Z,3.038572436
2021-10-22T12:25:57Z,3.042691178
2021-10-22T12:30:27Z,3.045515458
2021-10-22T12:48:27Z,3.045369951
2021-10-22T12:50:33Z,3.054136992
2021-10-22T12:58:48Z,3.054475318
2021-10-22T13:01:04Z,3.056975984
2021-10-22T13:02:23Z,3.057512891
2021-10-22T13:05:36Z,3.057858572
2021-10-22T13:08:07Z,3.050599285
2021-10-22T13:17:22Z,3.037706145
2021-10-22T13:30:00Z,3.03218997
2021-10-22T13:36:37Z,3.031859
2021-10-22T13:40:24Z,3.031057316
2021-10-22T13:51:12Z,3.035965328
2021-10-22T13:53:50Z,3.025506978
2021-10-22T13:55:26Z,3.016986694
2021-10-22T14:02:33Z,3.023900027
2021-10-22T14:09:15Z,3.017906386
2021-10-22T14:16:12Z,3.020696159
2021-10-22T14:17:49Z,3.004107105
2021-10-22T14:23:57Z,3.02459544
2021-10-22T14:55:48Z,3.026994039
2021-10-22T15:03:19Z,3.045453475
2021-10-22T15:06:20Z,3.03303941
2021-10-22T15:17:44Z,3.038317831
2021-10-22T15:19:36Z,3.030084397
2021-10-22T15:24:18Z,3.024532051
2021-10-22T15:40:49Z,3.018647983
2021-10-22T15:54:49Z,3.032114057
2021-10-22T15:56:50Z,3.032114057
2021-10-22T15:58:28Z,3.027073345
2021-10-22T16:07:16Z,3.013319726
2021-10-22T16:09:32Z,3.043217394
2021-10-22T16:13:29Z,3.037660474
2021-10-22T16:15:09Z,3.042535133
2021-10-22T16:21:27Z,3.029754521
2021-10-22T16:26:43Z,3.055882437
2021-10-22T16:32:15Z,3.047335595
2021-10-22T16:41:28Z,3.049830018
2021-10-22T16:48:40Z,3.044550411
2021-10-22T16:52:13Z,3.051245565
2021-10-22T16:54:01Z,3.053433923
2021-10-22T16:56:16Z,3.051123139
2021-10-22T17:02:27Z,3.049960095
2021-10-22T17:06:30Z,3.039477397
2021-10-22T17:25:38Z,3.02646967
2021-10-22T17:36:02Z,3.02689816
2021-10-22T17:39:12Z,3.026454367
2021-10-22T17:45:05Z,3.028183629
2021-10-22T17:48:10Z,3.021649159
2021-10-22T18:12:59Z,3.019835729
2021-10-22T18:18:48Z,3.027574528
2021-10-22T18:26:59Z,3.035174735
2021-10-22T18:27:38Z,3.047328911
2021-10-22T18:40:13Z,3.055944529
2021-10-22T18:42:07Z,3.044483262
2021-10-22T19:43:21Z,3.039404323
2021-10-22T19:49:41Z,3.040246982
2021-10-22T19:51:42Z,3.041242853
2021-10-22T19:52:59Z,3.048152662
2021-10-22T19:57:15Z,3.054671783
2021-10-22T20:02:58Z,3.060539758
2021-10-22T20:07:17Z,3.058854439
2021-10-22T20:09:05Z,3.048691966
2021-10-22T20:20:31Z,3.051384517
2021-10-22T20:49:27Z,3.039256598
2021-10-22T21:10:47Z,3.039721883
2021-10-22T21:18:16Z,3.038509091
2021-10-22T21:23:21Z,3.040042243
2021-10-22T21:28:53Z,3.034268133
2021-10-22T21:33:26Z,3.03860825
2021-10-22T21:47:49Z,3.027870886
2021-10-22T22:16:36Z,3.041480277
2021-10-22T22:22:03Z,3.04235453
2021-10-22T22:37:48Z,3.059755233
2021-10-22T23:14:19Z,3.057094129
2021-10-22T23:18:57Z,3.055966803
2021-10-22T23:24:47Z,3.056687678
2021-10-22T23:25:39Z,3.057583117
2021-10-22T23:29:40Z,3.058376292
2021-10-22T23:50:22Z,3.040121191
2021-10-23T00:08:41Z,3.044346271
2021-10-23T00:13:13Z,3.038682214
2021-10-23T00:31:49Z,3.052184101
2021-10-23T00:45:32Z,3.053018401
2021-10-23T00:54:29Z,3.042434478
2021-10-23T00:58:10Z,3.04639737
2021-10-23T01:01:15Z,3.049811554
2021-10-23T01:17:23Z,3.050024941
2021-10-23T01:20:45Z,3.049910627
2021-10-23T01:23:12Z,3.049057081
2021-10-23T01:25:37Z,3.033671592
2021-10-23T02:01:25Z,3.04916684
2021-10-23T02:05:36Z,3.051667054
2021-10-23T02:12:00Z,3.04187465
2021-10-23T02:16:03Z,3.041783932
2021-10-23T02:17:45Z,3.043122017
2021-10-23T02:25:18Z,3.038691974
2021-10-23T02:39:19Z,3.036089198
2021-10-23T02:47:49Z,3.037869847
2021-10-23T02:56:49Z,3.03495743
2021-10-23T03:35:56Z,3.042630819
2021-10-23T03:44:56Z,3.045354608
2021-10-23T03:48:59Z,3.072041704
2021-10-23T04:31:23Z,3.051590035
2021-10-23T04:41:28Z,3.031589442
2021-10-23T04:47:08Z,3.030514626
2021-10-23T04:54:52Z,3.038354017
2021-10-23T05:19:02Z,3.040436003
2021-10-23T05:25:28Z,3.042923863
2021-10-23T05:28:19Z,3.042067017
2021-10-23T05:33:50Z,3.039519027
2021-10-23T05:35:38Z,3.02497519
2021-10-23T05:41:45Z,3.022998431
2021-10-23T05:48:26Z,3.036362225
2021-10-23T05:50:31Z,3.036362225
2021-10-23T05:53:41Z,3.033972075
2021-10-23T05:55:16Z,3.030837822
2021-10-23T05:59:02Z,3.03022901
2021-10-23T06:01:30Z,3.021495192
2021-10-23T06:05:44Z,3.021029188
2021-10-23T06:07:45Z,3.021517741
2021-10-23T06:10:54Z,3.029610164
2021-10-23T06:22:06Z,3.042903222
2021-10-23T06:34:16Z,3.04229962
2021-10-23T06:37:57Z,3.044991994
2021-10-23T06:46:02Z,3.035241151
2021-10-23T06:57:31Z,3.046763957
2021-10-23T07:18:21Z,3.040354019
2021-10-23T07:26:50Z,3.036673961
2021-10-23T07:28:51Z,3.036983146
2021-10-23T07:40:37Z,3.0404973
2021-10-23T07:55:03Z,3.04678658
2021-10-23T08:01:22Z,3.031892902
2021-10-23T08:08:43Z,3.043807844
2021-10-23T08:13:00Z,3.044456379
2021-10-23T08:14:54Z,3.045240654
2021-10-23T08:19:05Z,3.041500267
2021-10-23T08:23:25Z,3.050323357
2021-10-23T08:28:48Z,3.049463671
2021-10-23T08:31:36Z,3.048996123
2021-10-23T08:36:11Z,3.036379858
2021-10-23T08:53:24Z,3.048935794
2021-10-23T09:03:27Z,3.032367991
2021-10-23T09:17:09Z,3.030399763
2021-10-23T09:22:31Z,3.03431973
2021-10-23T09:25:19Z,3.020474684
2021-10-23T09:31:51Z,3.026164014
2021-10-23T09:41:10Z,3.044253362
2021-10-23T10:00:50Z,3.043511933
2021-10-23T10:05:51Z,3.042891554
2021-10-23T10:07:14Z,3.036453229
2021-10-23T10:20:18Z,3.035583185
2021-10-23T10:24:05Z,3.034463476
2021-10-23T10:24:23Z,3.022570355
2021-10-23T10:34:48Z,3.022638445
2021-10-23T10:35:26Z,3.018711899
2021-10-23T10:43:58Z,3.018333619
2021-10-23T10:47:50Z,3.032484816
2021-10-23T10:57:46Z,3.029176659
2021-10-23T11:00:44Z,3.038289871
2021-10-23T11:03:43Z,3.029990783
2021-10-23T11:08:18Z,3.03529213
2021-10-23T11:13:39Z,3.058686709
2021-10-23T11:16:17Z,3.0365644
2021-10-23T11:17:16Z,3.056889117
2021-10-23T11:20:28Z,3.064226697
2021-10-23T11:24:45Z,3.072851551
2021-10-23T11:33:05Z,3.069592062
2021-10-23T11:35:29Z,3.071332039
2021-10-23T11:37:56Z,3.06428375
2021-10-23T11:47:34Z,3.065203829
2021-10-23T11:54:00Z,3.063092173
2021-10-23T11:55:51Z,3.062285219
2021-10-23T12:09:55Z,3.058793446
2021-10-23T12:14:59Z,3.05742087
2021-10-23T12:26:04Z,3.052361583
2021-10-23T12:33:05Z,3.053564588
2021-10-23T12:35:56Z,3.05601571
2021-10-23T12:38:00Z,3.061842765
2021-10-23T12:44:00Z,3.054173609
2021-10-23T12:54:51Z,3.053624738
2021-10-23T12:56:12Z,3.052045794
2021-10-23T12:58:47Z,3.050459332
2021-10-23T13:05:45Z,3.048369111
2021-10-23T13:13:25Z,3.04794054
2021-10-23T13:18:02Z,3.046511972
2021-10-23T13:21:56Z,3.044978141
2021-10-23T13:25:17Z,3.044820247
2021-10-23T13:28:07Z,3.040914338
2021-10-23T13:45:12Z,3.03821512
2021-10-23T13:49:48Z,3.040207579
2021-10-23T13:59:47Z,3.045636092
2021-10-23T14:09:31Z,3.047154872
2021-10-23T14:13:16Z,3.038606093
2021-10-23T14:27:58Z,3.037342949
2021-10-23T14:34:21Z,3.037726403
2021-10-23T14:40:44Z,3.04055344
2021-10-23T14:45:03Z,3.042688755
2021-10-23T14:49:26Z,3.044839108
2021-10-23T14:52:45Z,3.043500776
2021-10-23T15:07:57Z,3.046433075
2021-10-23T15:17:53Z,3.040538403
2021-10-23T15:24:48Z,3.06865808
2021-10-23T15:34:06Z,3.054202484
2021-10-23T15:46:23Z,3.049434301
2021-10-23T15:51:23Z,3.048792026
2021-10-23T15:52:55Z,3.058762232
2021-10-23T16:02:59Z,3.05157433
2021-10-23T16:11:01Z,3.0586797
2021-10-23T16:20:30Z,3.050658835
2021-10-23T16:30:56Z,3.045469735
2021-10-23T16:40:15Z,3.040531958
2021-10-23T16:47:30Z,3.035764195
2021-10-23T16:52:30Z,3.04114339
2021-10-23T18:05:55Z,3.054483683
2021-10-23T18:19:43Z,3.055296665
2021-10-23T18:27:56Z,3.056309197
2021-10-23T18:29:50Z,3.056671344
2021-10-23T18:34:12Z,3.057048272
2021-10-23T18:35:19Z,3.046767747
2021-10-23T18:37:19Z,3.046331693
2021-10-23T18:39:09Z,3.041305987
2021-10-23T18:41:15Z,3.046767747
2021-10-23T18:44:01Z,3.03766235
2021-10-23T18:57:35Z,3.03636897
2021-10-23T19:00:40Z,3.039088763
2021-10-23T19:07:33Z,3.038985293
2021-10-23T19:08:57Z,3.050433556
2021-10-23T19:10:40Z,3.036457659
2021-10-23T19:13:43Z,3.033264857
2021-10-23T19:17:43Z,3.014795387
2021-10-23T20:25:16Z,3.013671994
2021-10-23T20:30:39Z,3.02455117
2021-10-23T21:34:23Z,3.050440946
2021-10-23T21:56:09Z,3.050492682
2021-10-23T21:57:50Z,3.070486731
2021-10-23T22:27:36Z,3.052112
2021-10-23T22:44:46Z,3.061775882
2021-10-23T23:16:54Z,3.049446474
2021-10-23T23:21:35Z,3.059327111
2021-10-23T23:27:53Z,3.065229066
2021-10-23T23:30:46Z,3.048881155
2021-10-23T23:33:24Z,3.053787824
2021-10-23T23:35:29Z,3.054225919
2021-10-23T23:37:09Z,3.054072586
2021-10-23T23:39:02Z,3.052590363
2021-10-23T23:43:03Z,3.051268775
2021-10-23T23:44:11Z,3.043930677
2021-10-24T00:46:43Z,3.037753532
2021-10-24T00:57:42Z,3.036636389
2021-10-24T01:08:12Z,3.02924718
2021-10-24T01:26:44Z,3.031384009
2021-10-24T01:38:11Z,3.033875483
2021-10-24T02:05:48Z,3.039063612
2021-10-24T02:48:36Z,3.030973649
2021-10-24T02:58:56Z,3.052341704
2021-10-24T03:23:04Z,3.049205378
2021-10-24T03:37:44Z,3.048824329
2021-10-24T03:39:09Z,3.049168738
2021-10-24T03:49:36Z,3.034153942
2021-10-24T03:51:58Z,3.033926778
2021-10-24T03:53:38Z,3.030643895
2021-10-24T03:56:17Z,3.04329179
2021-10-24T04:01:24Z,3.03972312
2021-10-24T04:11:43Z,3.035758745
2021-10-24T04:22:07Z,3.025199291
2021-10-24T04:29:58Z,3.025668274
2021-10-24T04:32:41Z,3.027133847
2021-10-24T04:35:38Z,3.018872612
2021-10-24T04:57:47Z,3.033478874
2021-10-24T05:03:08Z,3.033559734
2021-10-24T05:11:41Z,3.034699126
2021-10-24T05:18:14Z,3.045196228
2021-10-24T05:25:07Z,3.050261007
2021-10-24T05:47:28Z,3.048577648
2021-10-24T05:51:55Z,3.037962931
