block,price,ts
13514256,3024065290000000000,1635539863
13514257,3024065290000000000,1635539878
13514258,3024065290000000000,1635539893
13514259,3024065290000000000,1635539913
13514260,3024065290000000000,1635539922
13514261,3024065290000000000,1635539927
13514262,3024065290000000000,1635539929
13514263,3024065290000000000,1635539950
13514264,3024065290000000000,1635539958
13514265,3024065290000000000,1635539961
13514266,3024065290000000000,1635539966
13514267,3024065290000000000,1635539971
13514268,3024065290000000000,1635539985
13514269,3024065290000000000,1635540000
13514270,3024065290000000000,1635540007
13514271,3024065290000000000,1635540016
13514272,3024065290000000000,1635540020
13514273,3024065290000000000,1635540023
13514274,3024065290000000000,1635540026
13514275,3024065290000000000,1635540038
13514276,3024065290000000000,1635540040
13514277,3024065290000000000,1635540057
13514278,3024065290000000000,1635540061
13514279,3024065290000000000,1635540068
13514280,3024065290000000000,1635540075
13514281,3024065290000000000,1635540076
13514282,3024065290000000000,1635540131
13514283,3024065290000000000,1635540140
13514284,3024065290000000000,1635540143
13514285,3024065290000000000,1635540146
13514286,3024065290000000000,1635540167
13514287,3024065290000000000,1635540175
13514288,3024065290000000000,1635540207
13514289,3024065290000000000,1635540235
13514290,3024065290000000000,1635540241
13514291,3024065290000000000,1635540245
13514292,3024065290000000000,1635540247
13514293,3024065290000000000,1635540253
13514294,3024065290000000000,1635540258
13514295,3024065290000000000,1635540284
13514296,3024065290000000000,1635540290
13514297,3024065290000000000,1635540322
13514298,3024065290000000000,1635540325
13514299,3024065290000000000,1635540337
13514300,3024065290000000000,1635540348
13514301,3024065290000000000,1635540362
13514302,3024065290000000000,1635540367
13514303,3024065290000000000,1635540391
13514304,3024065290000000000,1635540441
13514305,3024065290000000000,1635540459
13514306,3024065290000000000,1635540463
13514307,3024065290000000000,1635540473
13514308,3024065290000000000,1635540496
13514309,3024065290000000000,1635540500
13514310,3024065290000000000,1635540525
13514311,3024065290000000000,1635540564
13514312,3024065290000000000,1635540572
13514313,3024065290000000000,1635540595
13514314,3024065290000000000,1635540612
13514315,3024065290000000000,1635540622
13514316,3024065290000000000,1635540634
13514317,3024065290000000000,1635540663
13514318,3024065290000000000,1635540679
13514319,3024065290000000000,1635540681
13514320,3024065290000000000,1635540700
13514321,3024065290000000000,1635540768
13514322,3024065290000000000,1635540770
13514323,3024065290000000000,1635540792
13514324,3024065290000000000,1635540802
13514325,3024065290000000000,1635540822
13514326,3024065290000000000,1635540859
13514327,3024065290000000000,1635540874
13514328,3024065290000000000,1635540878
13514329,3024065290000000000,1635540892
13514330,3024065290000000000,1635540893
13514331,3024065290000000000,1635540897
13514332,3024065290000000000,1635540907
13514333,3024065290000000000,1635540915
13514334,3024065290000000000,1635540927
13514335,3024065290000000000,1635540934
13514336,3024065290000000000,1635540942
13514337,3024065290000000000,1635540995
13514338,3024065290000000000,1635541003
13514339,3024065290000000000,1635541007
13514340,3024065290000000000,1635541013
13514341,3024065290000000000,1635541061
13514342,3024065290000000000,1635541082
13514343,3024065290000000000,1635541107
13514344,3024065290000000000,1635541125
13514345,3024065290000000000,1635541130
13514346,3024065290000000000,1635541144
13514347,3024065290000000000,1635541153
13514348,3024065290000000000,1635541156
13514349,3024065290000000000,1635541159
13514350,3024065290000000000,1635541190
13514351,3024065290000000000,1635541202
13514352,3024065290000000000,1635541205
13514353,3024065290000000000,1635541206
13514354,3024065290000000000,1635541247
13514355,3024065290000000000,1635541265
13514356,3024065290000000000,1635541266
13514357,3024065290000000000,1635541273
13514358,3024065290000000000,1635541314
13514359,3024065290000000000,1635541344
13514360,3024065290000000000,1635541345
13514361,3024065290000000000,1635541362
13514362,3024065290000000000,1635541372
13514363,3024065290000000000,1635541389
13514364,3024065290000000000,1635541397
13514365,3024065290000000000,1635541411
13514366,3024065290000000000,1635541429
13514367,3024065290000000000,1635541436
13514368,3024065290000000000,1635541464
13514369,3024065290000000000,1635541466
13514370,3024065290000000000,1635541474
13514371,3024065290000000000,1635541481
13514372,3024065290000000000,1635541490
13514373,3024065290000000000,1635541495
13514374,3024065290000000000,1635541519
13514375,3024065290000000000,1635541530
13514376,3024065290000000000,1635541541
13514377,3024065290000000000,1635541544
13514378,3024065290000000000,1635541557
13514379,3024065290000000000,1635541564
13514380,3024065290000000000,1635541573
13514381,3024065290000000000,1635541584
13514382,3024065290000000000,1635541590
13514383,3024065290000000000,1635541600
13514384,3024065290000000000,1635541608
13514385,3024065290000000000,1635541634
13514386,3024065290000000000,1635541642
13514387,3024065290000000000,1635541650
13514388,3024065290000000000,1635541651
13514389,3024065290000000000,1635541662
13514390,3024065290000000000,1635541666
13514391,3024065290000000000,1635541670
13514392,3024065290000000000,1635541673
13514393,3024065290000000000,1635541681
13514394,3024065290000000000,1635541691
13514395,3024065290000000000,1635541708
13514396,3024065290000000000,1635541709
13514397,3024065290000000000,1635541712
13514398,3024065290000000000,1635541722
13514399,3024065290000000000,1635541758
13514400,3024065290000000000,1635541776
13514401,3024065290000000000,1635541780
13514402,3024065290000000000,1635541783
13514403,3024065290000000000,1635541817
13514404,3024065290000000000,1635541845
13514405,3024065290000000000,1635541854
13514406,3024065290000000000,1635541865
13514407,3024065290000000000,1635541869
13514408,3024065290000000000,1635541873
13514409,3024065290000000000,1635541879
13514410,3024065290000000000,1635541882
13514411,3024065290000000000,1635541890
13514412,3024065290000000000,1635541898
13514413,3024065290000000000,1635541906
13514414,3024065290000000000,1635541930
13514415,3024065290000000000,1635541954
13514416,3024065290000000000,1635541957
13514417,3024065290000000000,1635541990
13514418,3024065290000000000,1635541991
13514419,3024065290000000000,1635541992
13514420,3024065290000000000,1635542067
13514421,3024065290000000000,1635542073
13514422,3024065290000000000,1635542078
13514423,3024065290000000000,1635542082
13514424,3024065290000000000,1635542104
13514425,3024065290000000000,1635542115
13514426,3024065290000000000,1635542136
13514427,3024065290000000000,1635542144
13514428,3024065290000000000,1635542146
13514429,3024065290000000000,1635542162
13514430,3024065290000000000,1635542168
13514431,3024065290000000000,1635542170
13514432,3024065290000000000,1635542191
13514433,3024065290000000000,1635542195
13514434,3024065290000000000,1635542197
13514435,3024065290000000000,1635542234
13514436,3024065290000000000,1635542249
13514437,3024065290000000000,1635542260
13514438,3024065290000000000,1635542272
13514439,3024065290000000000,1635542362
13514440,3024065290000000000,1635542365
13514441,3024065290000000000,1635542370
13514442,3024065290000000000,1635542392
13514443,3024065290000000000,1635542393
13514444,3024065290000000000,1635542398
13514445,3024065290000000000,1635542402
13514446,3024065290000000000,1635542415
13514447,3024065290000000000,1635542441
13514448,3024065290000000000,1635542467
13514449,3024065290000000000,1635542484
13514450,3024065290000000000,1635542495
13514451,3024065290000000000,1635542501
13514452,3024065290000000000,1635542522
13514453,3024065290000000000,1635542533
13514454,3024065290000000000,1635542553
13514455,3024065290000000000,1635542562
13514456,3024065290000000000,1635542570
13514457,3024065290000000000,1635542581
13514458,3024065290000000000,1635542602
13514459,3024065290000000000,1635542612
13514460,3024065290000000000,1635542620
13514461,3024065290000000000,1635542635
13514462,3024065290000000000,1635542656
13514463,3024065290000000000,1635542676
13514464,3024065290000000000,1635542677
13514465,3024065290000000000,1635542682
13514466,3024065290000000000,1635542685
13514467,3024065290000000000,1635542725
13514468,3024065290000000000,1635542734
13514469,3024065290000000000,1635542735
13514470,3024065290000000000,1635542738
13514471,3024065290000000000,1635542743
13514472,3024065290000000000,1635542757
13514473,3024065290000000000,1635542771
13514474,3024065290000000000,1635542774
13514475,3024065290000000000,1635542776
13514476,3024065290000000000,1635542778
13514477,3024065290000000000,1635542782
13514478,3024065290000000000,1635542783
13514479,3024065290000000000,1635542784
13514480,3024065290000000000,1635542823
13514481,3024065290000000000,1635542833
13514482,3024065290000000000,1635542840
13514483,3024065290000000000,1635542856
13514484,3024065290000000000,1635542883
13514485,3024065290000000000,1635542896
13514486,3024065290000000000,1635542903
13514487,3024065290000000000,1635542906
13514488,3024065290000000000,1635542918
13514489,3024065290000000000,1635542937
13514490,3024065290000000000,1635542977
13514491,3024065290000000000,1635542979
13514492,3024065290000000000,1635542989
13514493,3024065290000000000,1635543006
13514494,3024065290000000000,1635543009
13514495,3024065290000000000,1635543017
13514496,3024065290000000000,1635543024
13514497,3024065290000000000,1635543030
13514498,3024065290000000000,1635543049
13514499,3024065290000000000,1635543050
13514500,3024065290000000000,1635543053
13514501,3024065290000000000,1635543081
13514502,3024065290000000000,1635543088
13514503,3024065290000000000,1635543091
13514504,3024065290000000000,1635543118
13514505,3024065290000000000,1635543125
13514506,3024065290000000000,1635543141
13514507,3024065290000000000,1635543163
13514508,3024065290000000000,1635543193
13514509,3024065290000000000,1635543228
13514510,3024065290000000000,1635543234
13514511,3024065290000000000,1635543235
13514512,3024065290000000000,1635543242
13514513,3024065290000000000,1635543257
13514514,3024065290000000000,1635543276
13514515,3024065290000000000,1635543288
13514516,3024065290000000000,1635543297
13514517,3024065290000000000,1635543298
13514518,3024065290000000000,1635543300
13514519,3024065290000000000,1635543324
13514520,3024065290000000000,1635543325
13514521,3024065290000000000,1635543364
13514522,3024065290000000000,1635543370
13514523,3024065290000000000,1635543392
13514524,3024065290000000000,1635543397
13514525,3024065290000000000,1635543415
13514526,3024065290000000000,1635543425
13514527,3024065290000000000,1635543445
13514528,3024065290000000000,1635543468
13514529,3024065290000000000,1635543469
13514530,3024065290000000000,1635543501
13514531,3024065290000000000,1635543502
13514532,3024065290000000000,1635543507
13514533,3024065290000000000,1635543509
13514534,3024065290000000000,1635543522
13514535,3024065290000000000,1635543525
13514536,3024065290000000000,1635543565
13514537,3024065290000000000,1635543573
13514538,3024065290000000000,1635543575
13514539,3024065290000000000,1635543601
13514540,3024065290000000000,1635543603
13514541,3024065290000000000,1635543605
13514542,3024065290000000000,1635543622
13514543,3024065290000000000,1635543638
13514544,3024065290000000000,1635543658
13514545,3024065290000000000,1635543659
13514546,3024065290000000000,1635543683
13514547,3024065290000000000,1635543689
13514548,3024065290000000000,1635543727
13514549,3024065290000000000,1635543735
13514550,3024065290000000000,1635543746
13514551,3024065290000000000,1635543751
13514552,3024065290000000000,1635543768
13514553,3024065290000000000,1635543769
13514554,3024065290000000000,1635543787
13514555,3024065290000000000,1635543806
13514556,3024065290000000000,1635543812
13514557,3024065290000000000,1635543839
13514558,3024065290000000000,1635543846
13514559,3024065290000000000,1635543867
13514560,3024065290000000000,1635543874
13514561,3024065290000000000,1635543890
13514562,3024065290000000000,1635543905
13514563,3024065290000000000,1635543927
13514564,3024065290000000000,1635543933
13514565,3024065290000000000,1635543936
13514566,3024065290000000000,1635543941
13514567,3024065290000000000,1635543956
13514568,3024065290000000000,1635543958
13514569,3024065290000000000,1635543968
13514570,3024065290000000000,1635543976
13514571,3024065290000000000,1635543983
13514572,3024065290000000000,1635543995
13514573,3024065290000000000,1635544017
13514574,3024065290000000000,1635544027
13514575,3024065290000000000,1635544030
13514576,3024065290000000000,1635544055
13514577,3024065290000000000,1635544074
13514578,3024065290000000000,1635544076
13514579,3024065290000000000,1635544079
13514580,3024065290000000000,1635544098
13514581,3024065290000000000,1635544116
13514582,3024065290000000000,1635544120
13514583,3024065290000000000,1635544128
13514584,3024065290000000000,1635544135
13514585,3024065290000000000,1635544139
13514586,3024065290000000000,1635544143
13514587,3024065290000000000,1635544168
13514588,3024065290000000000,1635544190
13514589,3024065290000000000,1635544191
13514590,3024065290000000000,1635544193
13514591,3024065290000000000,1635544211
13514592,3024065290000000000,1635544214
13514593,3024065290000000000,1635544218
13514594,3024065290000000000,1635544220
13514595,3024065290000000000,1635544224
13514596,3024065290000000000,1635544238
13514597,3024065290000000000,1635544245
13514598,3024065290000000000,1635544248
13514599,3024065290000000000,1635544257
13514600,3024065290000000000,1635544273
13514601,3024065290000000000,1635544279
13514602,3024065290000000000,1635544283
13514603,3024065290000000000,1635544297
13514604,3024065290000000000,1635544315
13514605,3024065290000000000,1635544318
13514606,3024065290000000000,1635544322
13514607,3024065290000000000,1635544327
13514608,3024065290000000000,1635544337
13514609,3024065290000000000,1635544342
13514610,3024065290000000000,1635544364
13514611,3024065290000000000,1635544365
13514612,3024065290000000000,1635544373
13514613,3024065290000000000,1635544396
13514614,3024065290000000000,1635544397
13514615,3024065290000000000,1635544412
13514616,3024065290000000000,1635544430
13514617,3024065290000000000,1635544434
13514618,3024065290000000000,1635544440
13514619,3024065290000000000,1635544486
13514620,3024065290000000000,1635544496
13514621,3024065290000000000,1635544502
13514622,3024065290000000000,1635544509
13514623,3024065290000000000,1635544553
13514624,3024065290000000000,1635544583
13514625,3024065290000000000,1635544587
13514626,3024065290000000000,1635544589
13514627,3024065290000000000,1635544596
13514628,3024065290000000000,1635544605
13514629,3024065290000000000,1635544639
13514630,3024065290000000000,1635544642
13514631,3024065290000000000,1635544662
13514632,3024065290000000000,1635544670
13514633,3024065290000000000,1635544695
13514634,3024065290000000000,1635544703
13514635,3024065290000000000,1635544705
13514636,3024065290000000000,1635544721
13514637,3024065290000000000,1635544731
13514638,3024065290000000000,1635544762
13514639,3024065290000000000,1635544764
13514640,3024065290000000000,1635544767
13514641,3024065290000000000,1635544775
13514642,3024065290000000000,1635544776
13514643,3024065290000000000,1635544781
13514644,3024065290000000000,1635544782
13514645,3024065290000000000,1635544808
13514646,3024065290000000000,1635544812
13514647,3024065290000000000,1635544843
13514648,3024065290000000000,1635544855
13514649,3024065290000000000,1635544856
13514650,3024065290000000000,1635544862
13514651,3024065290000000000,1635544909
13514652,3024065290000000000,1635544923
13514653,3024065290000000000,1635544940
13514654,3024065290000000000,1635544948
13514655,3024065290000000000,1635544962
13514656,3024065290000000000,1635544966
13514657,3024065290000000000,1635544973
13514658,3024065290000000000,1635544976
13514659,3024065290000000000,1635544980
13514660,3024065290000000000,1635544982
13514661,3024065290000000000,1635544996
13514662,3024065290000000000,1635544997
13514663,3024065290000000000,1635545002
13514664,3024065290000000000,1635545012
13514665,3024065290000000000,1635545034
13514666,3024065290000000000,1635545035
13514667,3024065290000000000,1635545046
13514668,3024065290000000000,1635545074
13514669,3024065290000000000,1635545134
13514670,3024065290000000000,1635545137
13514671,3024065290000000000,1635545166
13514672,3024065290000000000,1635545197
13514673,3024065290000000000,1635545209
13514674,3024065290000000000,1635545224
13514675,3024065290000000000,1635545234
13514676,3024065290000000000,1635545238
13514677,3024065290000000000,1635545250
13514678,3024065290000000000,1635545309
13514679,3024065290000000000,1635545316
13514680,3024065290000000000,1635545328
13514681,3024065290000000000,1635545340
13514682,3024065290000000000,1635545353
13514683,3024065290000000000,1635545354
13514684,3024065290000000000,1635545355
13514685,3024065290000000000,1635545363
13514686,3024065290000000000,1635545369
13514687,3024065290000000000,1635545376
13514688,3024065290000000000,1635545382
13514689,3024065290000000000,1635545383
13514690,3024065290000000000,1635545399
13514691,3024065290000000000,1635545412
13514692,3024065290000000000,1635545437
13514693,3024065290000000000,1635545441
13514694,3024065290000000000,1635545485
13514695,3024065290000000000,1635545497
13514696,3024065290000000000,1635545500
13514697,3024065290000000000,1635545503
13514698,3024065290000000000,1635545518
13514699,3024065290000000000,1635545520
13514700,3024065290000000000,1635545523
13514701,3024065290000000000,1635545569
13514702,3024065290000000000,1635545572
13514703,3024065290000000000,1635545574
13514704,3024065290000000000,1635545575
13514705,3024065290000000000,1635545588
13514706,3024065290000000000,1635545635
13514707,3024065290000000000,1635545638
13514708,3024065290000000000,1635545647
13514709,3024065290000000000,1635545658
13514710,3024065290000000000,1635545667
13514711,3024065290000000000,1635545680
13514712,3024065290000000000,1635545684
13514713,3024065290000000000,1635545686
13514714,3024065290000000000,1635545691
13514715,3024065290000000000,1635545695
13514716,3024065290000000000,1635545706
13514717,3024065290000000000,1635545719
13514718,3024065290000000000,1635545725
13514719,3024065290000000000,1635545733
13514720,3024065290000000000,1635545745
13514721,3024065290000000000,1635545753
13514722,3024065290000000000,1635545796
13514723,3024065290000000000,1635545800
13514724,3024065290000000000,1635545813
13514725,3024065290000000000,1635545839
13514726,3024065290000000000,1635545840
13514727,3024065290000000000,1635545846
13514728,3024065290000000000,1635545858
13514729,3024065290000000000,1635545862
13514730,3024065290000000000,1635545870
13514731,3024065290000000000,1635545875
13514732,3024065290000000000,1635545883
13514733,3024065290000000000,1635545887
13514734,3024065290000000000,1635545904
13514735,3024065290000000000,1635545910
13514736,3024065290000000000,1635545925
13514737,3024065290000000000,1635545956
13514738,3024065290000000000,1635545960
13514739,3024065290000000000,1635545971
13514740,3024065290000000000,1635545996
13514741,3024065290000000000,1635546001
13514742,3024065290000000000,1635546011
13514743,3024065290000000000,1635546013
13514744,3024065290000000000,1635546024
13514745,3024065290000000000,1635546030
13514746,3024065290000000000,1635546057
13514747,3024065290000000000,1635546065
13514748,3024065290000000000,1635546071
13514749,3024065290000000000,1635546088
13514750,3024065290000000000,1635546091
13514751,3024065290000000000,1635546130
13514752,3024065290000000000,1635546132
13514753,3024065290000000000,1635546188
13514754,3024065290000000000,1635546207
13514755,3024065290000000000,1635546247
13514756,3024065290000000000,1635546249
13514757,3024065290000000000,1635546257
13514758,3024065290000000000,1635546267
13514759,3024065290000000000,1635546269
13514760,3024065290000000000,1635546272
13514761,3024065290000000000,1635546276
13514762,3024065290000000000,1635546286
13514763,3024065290000000000,1635546300
13514764,3024065290000000000,1635546311
13514765,3024065290000000000,1635546317
13514766,3024065290000000000,1635546326
13514767,3024065290000000000,1635546329
13514768,3024065290000000000,1635546330
13514769,3024065290000000000,1635546336
13514770,3024065290000000000,1635546347
13514771,3024065290000000000,1635546353
13514772,3024065290000000000,1635546382
13514773,3024065290000000000,1635546397
13514774,3024065290000000000,1635546445
13514775,3024065290000000000,1635546470
13514776,3024065290000000000,1635546483
13514777,3024065290000000000,1635546496
13514778,3024065290000000000,1635546502
13514779,3024065290000000000,1635546511
13514780,3024065290000000000,1635546518
13514781,3024065290000000000,1635546519
13514782,3024065290000000000,1635546538
13514783,3024065290000000000,1635546566
13514784,3024065290000000000,1635546572
13514785,3024065290000000000,1635546584
13514786,3024065290000000000,1635546605
13514787,3024065290000000000,1635546606
13514788,3024065290000000000,1635546609
13514789,3024065290000000000,1635546626
13514790,3024065290000000000,1635546648
13514791,3024065290000000000,1635546667
13514792,3024065290000000000,1635546669
13514793,3024065290000000000,1635546671
13514794,3024065290000000000,1635546675
13514795,3024065290000000000,1635546689
13514796,3024065290000000000,1635546699
13514797,3024065290000000000,1635546736
13514798,3024065290000000000,1635546739
13514799,3024065290000000000,1635546740
13514800,3024065290000000000,1635546764
13514801,3024065290000000000,1635546769
13514802,3024065290000000000,1635546785
13514803,3024065290000000000,1635546789
13514804,3024065290000000000,1635546831
13514805,3024065290000000000,1635546857
13514806,3024065290000000000,1635546881
13514807,3024065290000000000,1635546882
13514808,3024065290000000000,1635546883
13514809,3024065290000000000,1635546884
13514810,3024065290000000000,1635546895
13514811,3024065290000000000,1635546913
13514812,3024065290000000000,1635546918
13514813,3024065290000000000,1635546953
13514814,3024065290000000000,1635546959
13514815,3024065290000000000,1635546968
13514816,3024065290000000000,1635546980
13514817,3024065290000000000,1635547053
13514818,3024065290000000000,1635547060
13514819,3024065290000000000,1635547065
13514820,3024065290000000000,1635547069
13514821,3024065290000000000,1635547075
13514822,3024065290000000000,1635547086
13514823,3024065290000000000,1635547092
13514824,3024065290000000000,1635547096
13514825,3024065290000000000,1635547121
13514826,3024065290000000000,1635547164
13514827,3024065290000000000,1635547173
13514828,3024065290000000000,1635547192
13514829,3024065290000000000,1635547207
13514830,3024065290000000000,1635547234
13514831,3024065290000000000,1635547241
13514832,3024065290000000000,1635547255
13514833,3024065290000000000,1635547267
13514834,3024065290000000000,1635547294
13514835,3024065290000000000,1635547297
13514836,3024065290000000000,1635547318
13514837,3024065290000000000,1635547331
13514838,3024065290000000000,1635547359
13514839,3024065290000000000,1635547378
13514840,3024065290000000000,1635547410
13514841,3024065290000000000,1635547425
13514842,3024065290000000000,1635547433
13514843,3024065290000000000,1635547441
13514844,3024065290000000000,1635547444
13514845,3024065290000000000,1635547453
13514846,3024065290000000000,1635547471
13514847,3024065290000000000,1635547484
13514848,3024065290000000000,1635547489
13514849,3024065290000000000,1635547512
13514850,3024065290000000000,1635547524
13514851,3024065290000000000,1635547538
13514852,3024065290000000000,1635547551
13514853,3024065290000000000,1635547565
13514854,3024065290000000000,1635547581
13514855,3024065290000000000,1635547596
13514856,3024065290000000000,1635547602
13514857,3024065290000000000,1635547612
13514858,3024065290000000000,1635547635
13514859,3024065290000000000,1635547639
13514860,3024065290000000000,1635547645
13514861,3024065290000000000,1635547647
13514862,3024065290000000000,1635547648
13514863,3024065290000000000,1635547678
13514864,3024065290000000000,1635547685
13514865,3024065290000000000,1635547687
13514866,3024065290000000000,1635547700
13514867,3024065290000000000,1635547722
13514868,3024065290000000000,1635547742
13514869,3024065290000000000,1635547759
13514870,3024065290000000000,1635547766
13514871,3024065290000000000,1635547768
13514872,3024065290000000000,1635547781
13514873,3024065290000000000,1635547797
13514874,3024065290000000000,1635547803
13514875,3024065290000000000,1635547837
13514876,3024065290000000000,1635547841
13514877,3024065290000000000,1635547848
13514878,3024065290000000000,1635547850
13514879,3024065290000000000,1635547867
13514880,3024065290000000000,1635547873
13514881,3024065290000000000,1635547883
13514882,3024065290000000000,1635547884
13514883,3024065290000000000,1635547913
13514884,3024065290000000000,1635547960
13514885,3024065290000000000,1635547970
13514886,3024065290000000000,1635548003
13514887,3024065290000000000,1635548017
13514888,3024065290000000000,1635548025
13514889,3024065290000000000,1635548039
13514890,3024065290000000000,1635548042
13514891,3024065290000000000,1635548046
13514892,3024065290000000000,1635548053
13514893,3024065290000000000,1635548058
13514894,3024065290000000000,1635548070
13514895,3024065290000000000,1635548087
13514896,3024065290000000000,1635548125
13514897,3024065290000000000,1635548143
13514898,3024065290000000000,1635548151
13514899,3024065290000000000,1635548155
13514900,3024065290000000000,1635548157
13514901,3024065290000000000,1635548174
13514902,3024065290000000000,1635548178
13514903,3024065290000000000,1635548194
13514904,3024065290000000000,1635548198
13514905,3024065290000000000,1635548211
13514906,3024065290000000000,1635548213
13514907,3024065290000000000,1635548225
13514908,3024065290000000000,1635548231
13514909,3024065290000000000,1635548265
13514910,3024065290000000000,1635548269
13514911,3024065290000000000,1635548290
13514912,3024065290000000000,1635548295
13514913,3024065290000000000,1635548311
13514914,3024065290000000000,1635548338
13514915,3024065290000000000,1635548353
13514916,3024065290000000000,1635548358
13514917,3024065290000000000,1635548378
13514918,3024065290000000000,1635548380
13514919,3024065290000000000,1635548383
13514920,3024065290000000000,1635548384
13514921,3024065290000000000,1635548389
13514922,3024065290000000000,1635548395
13514923,3024065290000000000,1635548396
13514924,3024065290000000000,1635548420
13514925,3024065290000000000,1635548426
13514926,3024065290000000000,1635548467
13514927,3024065290000000000,1635548483
13514928,3024065290000000000,1635548490
13514929,3024065290000000000,1635548516
13514930,3024065290000000000,1635548538
13514931,3024065290000000000,1635548558
13514932,3024065290000000000,1635548569
13514933,3024065290000000000,1635548574
13514934,3024065290000000000,1635548575
13514935,3024065290000000000,1635548578
13514936,3024065290000000000,1635548611
13514937,3024065290000000000,1635548612
13514938,3024065290000000000,1635548618
13514939,3024065290000000000,1635548619
13514940,3024065290000000000,1635548624
13514941,3024065290000000000,1635548628
13514942,3024065290000000000,1635548636
13514943,3024065290000000000,1635548642
13514944,3024065290000000000,1635548644
13514945,3024065290000000000,1635548672
13514946,3024065290000000000,1635548693
13514947,3024065290000000000,1635548697
13514948,3024065290000000000,1635548701
13514949,3024065290000000000,1635548714
13514950,3024065290000000000,1635548718
13514951,3024065290000000000,1635548732
13514952,3024065290000000000,1635548777
13514953,3024065290000000000,1635548785
13514954,3024065290000000000,1635548793
13514955,3024065290000000000,1635548842
13514956,3024065290000000000,1635548873
13514957,3024065290000000000,1635548875
13514958,3024065290000000000,1635548887
13514959,3024065290000000000,1635548903
13514960,3024065290000000000,1635548926
13514961,3024065290000000000,1635548954
13514962,3024065290000000000,1635548982
13514963,3024065290000000000,1635548996
13514964,3024065290000000000,1635548997
13514965,3024065290000000000,1635548998
13514966,3024065290000000000,1635549003
13514967,3024065290000000000,1635549028
13514968,3024065290000000000,1635549038
13514969,3024065290000000000,1635549041
13514970,3024065290000000000,1635549110
13514971,3024065290000000000,1635549151
13514972,3024065290000000000,1635549181
13514973,3024065290000000000,1635549202
13514974,3024065290000000000,1635549203
13514975,3024065290000000000,1635549213
13514976,3024065290000000000,1635549219
13514977,3024065290000000000,1635549228
13514978,3024065290000000000,1635549241
13514979,3024065290000000000,1635549243
13514980,3024065290000000000,1635549246
13514981,3024065290000000000,1635549249
13514982,3024065290000000000,1635549250
13514983,3024065290000000000,1635549271
13514984,3024065290000000000,1635549273
13514985,3024065290000000000,1635549278
13514986,3024065290000000000,1635549296
13514987,3024065290000000000,1635549298
13514988,3024065290000000000,1635549300
13514989,3024065290000000000,1635549303
13514990,3024065290000000000,1635549308
13514991,3024065290000000000,1635549319
13514992,3024065290000000000,1635549338
13514993,3024065290000000000,1635549340
13514994,3024065290000000000,1635549347
13514995,3024065290000000000,1635549363
13514996,3024065290000000000,1635549379
13514997,3024065290000000000,1635549382
13514998,3024065290000000000,1635549397
13514999,3024065290000000000,1635549415
13515000,3024065290000000000,1635549428
13515001,3024065290000000000,1635549437
13515002,3024065290000000000,1635549439
13515003,3024065290000000000,1635549454
13515004,3024065290000000000,1635549457
13515005,3024065290000000000,1635549474
13515006,3024065290000000000,1635549513
13515007,3024065290000000000,1635549531
13515008,3024065290000000000,1635549533
13515009,3024065290000000000,1635549535
13515010,3024065290000000000,1635549546
13515011,3024065290000000000,1635549580
13515012,3024065290000000000,1635549583
13515013,3024065290000000000,1635549589
13515014,3024065290000000000,1635549619
13515015,3024065290000000000,1635549625
13515016,3024065290000000000,1635549649
13515017,3024065290000000000,1635549682
13515018,3024065290000000000,1635549704
13515019,3024065290000000000,1635549720
13515020,3024065290000000000,1635549740
13515021,3024065290000000000,1635549742
13515022,3024065290000000000,1635549744
13515023,3024065290000000000,1635549751
13515024,3024065290000000000,1635549782
13515025,3024065290000000000,1635549789
13515026,3024065290000000000,1635549802
13515027,3024065290000000000,1635549814
13515028,3024065290000000000,1635549816
13515029,3024065290000000000,1635549835
13515030,3024065290000000000,1635549848
13515031,3024065290000000000,1635549857
13515032,3024065290000000000,1635549865
13515033,3024065290000000000,1635549866
13515034,3024065290000000000,1635549885
13515035,3024065290000000000,1635549919
13515036,3024065290000000000,1635549924
13515037,3024065290000000000,1635549925
13515038,3024065290000000000,1635549944
13515039,3024065290000000000,1635549968
13515040,3024065290000000000,1635549976
13515041,3024065290000000000,1635549997
13515042,3024065290000000000,1635550003
13515043,3024065290000000000,1635550027
13515044,3024065290000000000,1635550042
13515045,3024065290000000000,1635550054
13515046,3024065290000000000,1635550056
13515047,3024065290000000000,1635550073
13515048,3024065290000000000,1635550088
13515049,3024065290000000000,1635550090
13515050,3024065290000000000,1635550093
13515051,3024065290000000000,1635550119
13515052,3024065290000000000,1635550129
13515053,3024065290000000000,1635550136
13515054,3024065290000000000,1635550151
13515055,3024065290000000000,1635550152
13515056,3024065290000000000,1635550183
13515057,3024065290000000000,1635550212
13515058,3024065290000000000,1635550218
13515059,3024065290000000000,1635550219
13515060,3024065290000000000,1635550232
13515061,3024065290000000000,1635550264
13515062,3024065290000000000,1635550291
13515063,3024065290000000000,1635550303
13515064,3024065290000000000,1635550311
13515065,3024065290000000000,1635550320
13515066,3024065290000000000,1635550339
13515067,3024065290000000000,1635550359
13515068,3024065290000000000,1635550370
13515069,3024065290000000000,1635550381
13515070,3024065290000000000,1635550387
13515071,3024065290000000000,1635550392
13515072,3024065290000000000,1635550418
13515073,3024065290000000000,1635550440
13515074,3024065290000000000,1635550442
13515075,3024065290000000000,1635550449
13515076,3024065290000000000,1635550481
13515077,3024065290000000000,1635550493
13515078,3024065290000000000,1635550533
