,block,price
187,13870000,3036648173458965010228952516
188,13880000,3037123934367866294663646042
189,13890000,3037568159548533778171369269
190,13900000,3038037908129771317912980117
191,13910000,3038567416752614186910606195
192,13920000,3039070243327752924907202959
193,13930000,3039402620496882271360142350
194,13940000,3039451280492808337978173582
195,13950000,3039312943153362592906514834
196,13960000,3039138993504737053747792317
197,13970000,3038882876228566431683784756
198,13980000,3038634852653502112512276504
199,13990000,3038250474815515352178192893
200,14000000,3037574762344926218168614033
201,14010000,3036835236740388695309665412
202,14020000,3036171906825313011230575681
203,14030000,3035485730836730923181634401
204,14040000,3034852831329250233066413934
205,14050000,3034261293173863612241439927
206,14060000,3033694537134873839048437359
207,14070000,3033187933619696376739280245
208,14080000,3032472878850543559040969906
209,14090000,3031633032104090722372477275
210,14100000,3030717371201209016020565319
211,14110000,3029576401054334985610323383
212,14120000,3028541886137318869161543875
213,14130000,3027610198777097504881044440
214,14140000,3026725265919457541349433729
215,14150000,3025962103271463892143252437
216,14160000,3025426039150887400720115802
217,14170000,3024936116604735128775533572
218,14180000,3024398678349858847143650414
219,14190000,3023904851301004545693387878
220,14200000,3023492374265856314717299994
221,14210000,3023134174254460556334293569
222,14220000,3022721961284089411485678261
223,14230000,3022376547605564184747483495
224,14240000,3022115512903417549665094561
225,14250000,3021846548667664737188173950
226,14260000,3021510458582653876122523400
227,14270000,3021242227544048850063122949
228,14280000,3020914156777638181982085989
229,14290000,3020579195749965692273615505
230,14300000,3020216754675202131376876485
231,14310000,3019884268113119015739928024
232,14320000,3019685685934331917688962240
233,14330000,3019554637689946470707506113
234,14340000,3019367352245714655767665111
235,14350000,3019188986003106212273622088
236,14360000,3018976331727145063841681792
237,14370000,3018778380980864084529233528
238,14380000,3018666478411112500239374725
239,14390000,3018435532397818929755046102
240,14400000,3018229031819227388041038120
241,14410000,3018058065584606072058212614
242,14420000,3017882571546799616473011874
243,14430000,3017753289490758288770611172
244,14440000,3017633277953653539738248363
245,14450000,3017546805021867379603986791
246,14460000,3017416140338150753575890191
247,14470000,3017207478312778045411564551
248,14480000,3016946290201257132050377987
249,14490000,3016699763451839237770264311
250,14500000,3016502232666243119830838194
251,14510000,3016218728196187152714328267
252,14520000,3015950625476121189600187897
253,14530000,3015714256658044052514407125
254,14540000,3015478397751502898935098528
255,14550000,3015171252895210245170541615
256,14560000,3014907382083177379706693744
257,14570000,3014636689961451724165331438
258,14580000,3014407444207363699963218041
259,14590000,3014087147751438783806717690
260,14600000,3013771330053087595143349707
261,14610000,3013481678686033928800747946
262,14620000,3013113572425307247567110752
263,14630000,3012786538026719663964555666
264,14640000,3012434026490173205209059453
265,14650000,3012048126031397610754732664
266,14660000,3011655158071844208205500167
267,14670000,3011213401802702692449579910
268,14680000,3010545264649617763128129335
269,14690000,3010010177378227381136121988
270,14700000,3009410737065740164822654752
271,14710000,3008927984934110002847578091
272,14720000,3008619122052442722402559981
273,14730000,3008391725225712382851496282
274,14740000,3008137390342940653728500709
275,14750000,3007978425777403822355515107
