,block,price
351,12096525,3022356490358990567093139613
352,12096800,3022445835877544274072558149
353,12097075,3022541707974642503715853720
354,12097350,3022622402508741878753838340
355,12097625,3022699706277827991436293362
356,12097900,3022773606350813497547139112
357,12098175,3022846296367215701236263475
358,12098450,3022923736649108601191664248
359,12098725,3023015091501511688512065676
360,12099000,3023105413407879279254809599
361,12099275,3023188560118907038176823618
362,12099550,3023270760034261629007661464
363,12099825,3023379562509893275040915363
364,12100100,3023484002379126605699423638
365,12100375,3023581759400550817366979532
366,12100650,3023693691894281270485702364
367,12100925,3023812417797704543024188749
368,12101200,3023940781424559957721441365
369,12101475,3024064605802988905812330371
370,12101750,3024176994038127152797636720
371,12102025,3024289141862419802554921489
372,12102300,3024404288870320922238856816
373,12102575,3024521989318954335952967524
374,12102850,3024629083501173027092728092
375,12103125,3024718359633098518129528422
376,12103400,3024808676427869540398853455
377,12103675,3024888203182046217828297397
378,12103950,3024981574738937450803528895
379,12104225,3025078567146299711702411225
380,12104500,3025164856674922754662986347
381,12104775,3025258643122663669898753178
382,12105050,3025348417463130781411033462
383,12105325,3025473186281163554159976004
384,12105600,3025590586236226687199707891
385,12105875,3025713772755645371814865378
386,12106150,3025828837028275778076754204
387,12106425,3025952225879654342016108252
388,12106700,3026087267770449922747651094
389,12106975,3026235966366207955420037148
390,12107250,3026379675946616208039216413
391,12107525,3026526453934984940012623735
392,12107800,3026698488465670612546978376
393,12108075,3026870875502691337354946431
394,12108350,3027018594671284184274592968
395,12108625,3027170855736211116265122615
396,12108900,3027309249399451764351509371
397,12109175,3027451591967143154713991003
398,12109450,3027575579261531059183652826
399,12109725,3027711601095557254994001754
400,12110000,3027829898654794920726589722
401,12110275,3027940966857930099976014128
402,12110550,3028048614079140743562115018
403,12110825,3028163051464984032853493319
404,12111100,3028265802773855900790734134
405,12111375,3028352072602343398831580098
406,12111650,3028448661048258791666798005
407,12111925,3028546016760588353241767683
408,12112200,3028634851650824676781678764
409,12112475,3028724454346579115660285578
410,12112750,3028801103112534653056723315
411,12113025,3028886612832047109473776478
412,12113300,3028973493794552242289825517
413,12113575,3029054397902133286446130885
414,12113850,3029137883246372055148426484
415,12114125,3029218925148897860554040446
416,12114400,3029290293703425099451616520
417,12114675,3029356004050989805214451329
418,12114950,3029422451666948657534132083
419,12115225,3029479163455653494588495694
420,12115500,3029538388019913097617640955
421,12115775,3029598900993248759730757281
422,12116050,3029655140899711642161535016
423,12116325,3029712940542821360531285132
424,12116600,3029767117993527380505667580
425,12116875,3029810258163967606255829235
426,12117150,3029848950240721555483830461
427,12117425,3029892365346705210890860829
428,12117700,3029932515680965391052822507
429,12117975,3029964898207720680592994481
430,12118250,3029998132543299777724847023
431,12118525,3030031724312416781228467067
432,12118800,3030065545346893252210415404
433,12119075,3030096444479504883425208823
434,12119350,3030131754233521473553187295
435,12119625,3030164265950885491718803201
436,12119900,3030196483909657602115264312
437,12120175,3030230263793276562178264642
438,12120450,3030263400830866572823312080
439,12120725,3030296302795090044371918175
440,12121000,3030331005043001453510503321
441,12121275,3030371409922213881756287481
442,12121550,3030413358495141746742657228
443,12121825,3030454172960190818508497525
444,12122100,3030495907085021049064378843
445,12122375,3030547144475270549911690940
446,12122650,3030601614387248209188181047
447,12122925,3030656131065342737172820960
448,12123200,3030711427118849523108184671
449,12123475,3030766028229880818019173454
450,12123750,3030824006881044033941826972
451,12124025,3030870938491405699957974679
452,12124300,3030923048783189968466931173
453,12124575,3030977639429411919308264350
454,12124850,3031026501112652447259649666
455,12125125,3031083028627176107839361285
456,12125400,3031136408252071168696784596
457,12125675,3031184576504811584280404039
458,12125950,3031236929555424683240400194
459,12126225,3031288498754789729053171274
460,12126500,3031338555349342423928686576
461,12126775,3031380710921033570698823343
462,12127050,3031425245606076915671118913
463,12127325,3031474942957486159854812057
464,12127600,3031518861949272406780545727
465,12127875,3031561011449551138005107658
466,12128150,3031612906923450739298865835
467,12128425,3031657929362945843498034672
468,12128700,3031709908655678945945622758
469,12128975,3031758113258138002656197275
470,12129250,3031819798093814693565217820
471,12129525,3031881377736370386965579010
472,12129800,3031951066607686902700909329
473,12130075,3032017510264043495081075771
474,12130350,3032101640113670902923981225
475,12130625,3032188665503188835585120529
476,12130900,3032269740714129424049716108
477,12131175,3032352110180203428889419859
478,12131450,3032450204675464860459248256
479,12131725,3032553932068459314133951452
480,12132000,3032644443490404173622046778
481,12132275,3032737743515278634311061776
482,12132550,3032824511464963044686203762
